covidence,author,year,country,location,latitude,longitude,climate,expe_t,mat,map,soil,type,ph,om,om_units,oc,oc_units,texture,clay,clay_units,sand,sand_units,ec,ec_units,cec,cec_units,n,n_units,n_types,p,p_units,p_types,as_s,cd_s,cu_s,pb_s,zn_s,se_s,ni_s,co_s,mn_s,cr_s,hg_s,units_s,n_s,fraction_s,bioavailable,sp,name,cultivar,p_density,ba_total,ba_stem,ba_leaf,br,units_b,as_ba,cd_ba,cu_ba,pb_ba,zn_ba,se_ba,ni_ba,co_ba,mn_ba,cr_ba,hg_ba,units_te_ba,n_te_ba,organs_ba,as_br,cd_br,cu_br,pb_br,zn_br,se_br,ni_br,co_br,mn_br,cr_br,hg_br,units_te_br,n_te_br,organs_br,as_ba,cd_ba,cu_ba,pb_ba,zn_ba,se_ba,ni_ba,co_ba,mn_ba,cr_ba,hg_ba,units_te_ba,n_te_ba,organs_ba
2392,Kacalkova,2014,Czech Republic,Hradec Králové,,,,,,,F4,Luvisol,7.4,,,,,Loamy,,,,,,,,,,,,,,,,1.6,,193,,,23,,,39,,mg kg−1,,total,Bioavailable (unspecified method),Maize,Zea mays,,,,,,,,,0.19,,1.51,,,1.13,,,2.12,,mg kg-1,,leaves,,0.65,,8.45,,,4.09,,,3.43,,mg Kg-1,,Roots,,0.18,,0.61,,,0.73,,,0.75,,mg Kg-1,,Stalks
2392,Kacalkova,2014,Czech Republic,Hradec Králové,,,,,,,F5,Luvisol,6.1,,,,,Loamy,,,,,,,,,,,,,,,,6.8,,167,,,122,,,141,,mg kg−1,,total,Bioavailable (unspecified method),Maize,Zea mays,,,,,,,,,0.18,,4.4,,,0.92,,,1.08,,mg kg-1,,leaves,,0.62,,4.12,,,2.77,,,3.12,,mg Kg-1,,Roots,,0.27,,3.4,,,0.79,,,0.61,,mg Kg-1,,Stalks
2392,Kacalkova,2014,Czech Republic,Hradec Králové,,,,,,,F3,Luvisol,7.4,,,,,Loamy,,,,,,,,,,,,,,,,2,,44,,,31,,,40,,mg kg−1,,total,Bioavailable (unspecified method),Sunflower,Helianthus annuus,,,,,,,,,0.66,,1.2,,,1.2,,,1.23,,mg kg-1,,leaves,,0.55,,1.22,,,3.04,,,2.99,,mg Kg-1,,Roots,,0.56,,1.1,,,1.32,,,0.23,,mg Kg-1,,Stalks
2392,Kacalkova,2014,Czech Republic,Hradec Králové,,,,,,,F4,Luvisol,7.4,,,,,Loamy,,,,,,,,,,,,,,,,1.6,,193,,,23,,,39,,mg kg−1,,total,Bioavailable (unspecified method),Sunflower,Helianthus annuus,,,,,,,,,0.49,,1.27,,,1.34,,,1.14,,mg kg-1,,leaves,,1.09,,2.33,,,4.04,,,7.02,,mg Kg-1,,Roots,,0.39,,1.45,,,0.91,,,0.25,,mg Kg-1,,Stalks
2392,Kacalkova,2014,Czech Republic,Hradec Králové,,,,,,,F5,Luvisol,6.1,,,,,Loamy,,,,,,,,,,,,,,,,6.8,,167,,,122,,,141,,mg kg−1,,total,Bioavailable (unspecified method),Sunflower,Helianthus annuus,,,,,,,,,0.74,,3.4,,,3.35,,,0.52,,mg kg-1,,leaves,,0.59,,9.76,,,5.04,,,6.83,,mg Kg-1,,Roots,,0.44,,3.8,,,1.36,,,0.71,,mg Kg-1,,Stalks
2392,Kacalkova,2014,Czech Republic,Hradec Králové,,,,,,,F3,Luvisol,7.4,,,,,Loamy,,,,,,,,,,,,,,,,2,,44,,,31,,,40,,mg kg−1,,total,Bioavailable (unspecified method),Willow,Salix gmelinii ,Salix x smithiana,,,,,,,,1.87,,1.01,,,1.93,,,0.39,,mg kg-1,,leaves,,3.05,,0.83,,,3.06,,,0.42,,mg Kg-1,,Roots,,1.29,,0.82,,,0.81,,,0.51,,mg Kg-1,,Stalks
2392,Kacalkova,2014,Czech Republic,Hradec Králové,,,,,,,F4,Luvisol,7.4,,,,,Loamy,,,,,,,,,,,,,,,,1.6,,193,,,23,,,39,,mg kg−1,,total,Bioavailable (unspecified method),Willow,Salix gmelinii ,Salix x smithiana,,,,,,,,1.97,,1.95,,,2.59,,,0.46,,mg kg-1,,leaves,,0.72,,3.37,,,2.36,,,0.89,,mg Kg-1,,Roots,,1.16,,0.78,,,0.94,,,0.45,,mg Kg-1,,Stalks
2392,Kacalkova,2014,Czech Republic,Hradec Králové,,,,,,,F5,Luvisol,6.1,,,,,Loamy,,,,,,,,,,,,,,,,6.8,,167,,,122,,,141,,mg kg−1,,total,Bioavailable (unspecified method),Willow,Salix gmelinii ,Salix x smithiana,,,,,,,,1.38,,1.95,,,3.88,,,0.17,,mg kg-1,,leaves,,1.36,,2.96,,,3.1,,,2.89,,mg Kg-1,,Roots,,1.35,,2.05,,,1.41,,,0.34,,mg Kg-1,,Stalks
2392,Kacalkova,2014,Czech Republic,Hradec Králové,,,,,,,F3,Luvisol,7.4,,,,,Loamy,,,,,,,,,,,,,,,,2,,44,,,31,,,40,,mg kg−1,,total,Bioavailable (unspecified method),Poplar,Populus nigra,,,,,,,,,0.99,,0.51,,,0.6,,,0.2,,mg kg-1,,leaves,,0.69,,1.39,,,0.83,,,0.6,,mg Kg-1,,Roots,,0.94,,0.52,,,0.59,,,0.15,,mg Kg-1,,Stalks
2392,Kacalkova,2014,Czech Republic,Hradec Králové,,,,,,,F4,Luvisol,7.4,,,,,Loamy,,,,,,,,,,,,,,,,1.6,,193,,,23,,,39,,mg kg−1,,total,Bioavailable (unspecified method),Poplar,Populus nigra,,,,,,,,,1.03,,1.24,,,1.26,,,0.67,,mg kg-1,,leaves,,0.77,,1.64,,,1.78,,,1.06,,mg Kg-1,,Roots,,0.57,,0.57,,,0.51,,,0.16,,mg Kg-1,,Stalks
2392,Kacalkova,2014,Czech Republic,Hradec Králové,,,,,,,F5,Luvisol,6.1,,,,,Loamy,,,,,,,,,,,,,,,,6.8,,167,,,122,,,141,,mg kg−1,,total,Bioavailable (unspecified method),Poplar,Populus nigra,,,,,,,,,1.18,,1.62,,,1.1,,,0.78,,mg kg-1,,leaves,,0.66,,1.33,,,0.98,,,0.74,,mg Kg-1,,Roots,,0.94,,1.01,,,0.58,,,0.31,,mg Kg-1,,Stalks
255,Kacálková,2015,Czech Republic,Hradec Králové,,,,,,,F3,Luvisol,7.41,,,,,Loamy,,,,,,,,,,,,133,mg kg−1,total,,0.53,24.4,,96.1,,,,,,,mg kg−1,,total,Available metal concentrations,W1,Salix rubens,,,,,,,,,7.26,11,,1050,,,,,,,mg kg-1,,leaves,,0.65,9,,55,,,,,,,mg Kg-1,,Roots,,3.98,17.7,,330,,,,,,,mg Kg-1,,Twigs
255,Kacálková,2015,Czech Republic,Hradec Králové,,,,,,,F4,Luvisol,7.45,,,,,Loamy,,,,,,,,,,,,118,mg kg−1,total,,0.91,51.6,,124,,,,,,,mg kg−1,,total,Available metal concentrations,W1,Salix rubens,,,,,,,,,5.32,8.9,,851,,,,,,,mg kg-1,,leaves,,1.74,9.1,,53.8,,,,,,,mg Kg-1,,Roots,,3.05,11.7,,212,,,,,,,mg Kg-1,,Twigs
255,Kacálková,2015,Czech Republic,Hradec Králové,,,,,,,F5,Luvisol,6.09,,,,,Loamy,,,,,,,,,,,,1042,mg kg−1,total,,1.3,80.8,,174,,,,,,,mg kg−1,,total,Available metal concentrations,W1,Salix rubens,,,,,,,,,5.16,12.2,,1012,,,,,,,mg kg-1,,leaves,,0.46,8.9,,33.9,,,,,,,mg Kg-1,,Roots,,2.47,13.1,,262,,,,,,,mg Kg-1,,Twigs
255,Kacálková,2015,Czech Republic,Hradec Králové,,,,,,,F3,Luvisol,7.41,,,,,Loamy,,,,,,,,,,,,133,mg kg−1,total,,0.53,24.4,,96.1,,,,,,,mg kg−1,,total,Available metal concentrations,W2,Salix gmelinii ,Salix x smithiana,,,,,,,,8.18,12.3,,1020,,,,,,,mg kg-1,,leaves,,1.83,7,,51.9,,,,,,,mg Kg-1,,Roots,,3.65,11.7,,316,,,,,,,mg Kg-1,,Twigs
255,Kacálková,2015,Czech Republic,Hradec Králové,,,,,,,F4,Luvisol,7.45,,,,,Loamy,,,,,,,,,,,,118,mg kg−1,total,,0.91,51.6,,124,,,,,,,mg kg−1,,total,Available metal concentrations,W2,Salix gmelinii ,Salix x smithiana,,,,,,,,7.31,9.7,,794,,,,,,,mg kg-1,,leaves,,1.28,9.4,,67.7,,,,,,,mg Kg-1,,Roots,,4.16,11,,358,,,,,,,mg Kg-1,,Twigs
255,Kacálková,2015,Czech Republic,Hradec Králové,,,,,,,F5,Luvisol,6.09,,,,,Loamy,,,,,,,,,,,,1042,mg kg−1,total,,1.3,80.8,,174,,,,,,,mg kg−1,,total,Available metal concentrations,W2,Salix gmelinii ,Salix x smithiana,,,,,,,,5.23,10.5,,748,,,,,,,mg kg-1,,leaves,,3.17,8.1,,58.1,,,,,,,mg Kg-1,,Roots,,3.27,12.6,,319,,,,,,,mg Kg-1,,Twigs
255,Kacálková,2015,Czech Republic,Hradec Králové,,,,,,,F3,Luvisol,7.41,,,,,Loamy,,,,,,,,,,,,133,mg kg−1,total,,0.53,24.4,,96.1,,,,,,,mg kg−1,,total,Available metal concentrations,P1,Populus nigra x maximowiczii,,,,,,,,,3.03,7.5,,561,,,,,,,mg kg-1,,leaves,,0.42,5.3,,45.6,,,,,,,mg Kg-1,,Roots,,1.71,8.63,,163,,,,,,,mg Kg-1,,Twigs
255,Kacálková,2015,Czech Republic,Hradec Králové,,,,,,,F4,Luvisol,7.45,,,,,Loamy,,,,,,,,,,,,118,mg kg−1,total,,0.91,51.6,,124,,,,,,,mg kg−1,,total,Available metal concentrations,P1,Populus nigra x maximowiczii,,,,,,,,,1.85,8.2,,461,,,,,,,mg kg-1,,leaves,,0.63,4.8,,28.5,,,,,,,mg Kg-1,,Roots,,1.66,9.4,,149,,,,,,,mg Kg-1,,Twigs
255,Kacálková,2015,Czech Republic,Hradec Králové,,,,,,,F5,Luvisol,6.09,,,,,Loamy,,,,,,,,,,,,1042,mg kg−1,total,,1.3,80.8,,174,,,,,,,mg kg−1,,total,Available metal concentrations,P1,Populus nigra x maximowiczii,,,,,,,,,2.1,6.6,,524,,,,,,,mg kg-1,,leaves,,0.71,5,,43.4,,,,,,,mg Kg-1,,Roots,,1.69,10.8,,184,,,,,,,mg Kg-1,,Twigs
255,Kacálková,2015,Czech Republic,Hradec Králové,,,,,,,F3,Luvisol,7.41,,,,,Loamy,,,,,,,,,,,,133,mg kg−1,total,,0.53,24.4,,96.1,,,,,,,mg kg−1,,total,Available metal concentrations,P2,Populus nigra,,,,,,,,,1.83,8.2,,538,,,,,,,mg kg-1,,leaves,,0.76,5.5,,62,,,,,,,mg Kg-1,,Roots,,1.39,9.1,,199,,,,,,,mg Kg-1,,Twigs
255,Kacálková,2015,Czech Republic,Hradec Králové,,,,,,,F4,Luvisol,7.45,,,,,Loamy,,,,,,,,,,,,118,mg kg−1,total,,0.91,51.6,,124,,,,,,,mg kg−1,,total,Available metal concentrations,P2,Populus nigra,,,,,,,,,1.77,6.8,,445,,,,,,,mg kg-1,,leaves,,0.88,6.4,,53.2,,,,,,,mg Kg-1,,Roots,,1.44,11,,206,,,,,,,mg Kg-1,,Twigs
255,Kacálková,2015,Czech Republic,Hradec Králové,,,,,,,F5,Luvisol,6.09,,,,,Loamy,,,,,,,,,,,,1042,mg kg−1,total,,1.3,80.8,,174,,,,,,,mg kg−1,,total,Available metal concentrations,P2,Populus nigra,,,,,,,,,1.38,8.4,,529,,,,,,,mg kg-1,,leaves,,0.69,4.8,,49.9,,,,,,,mg Kg-1,,Roots,,1.16,11.8,,194,,,,,,,mg Kg-1,,Twigs
671,Korzeniowska,2019,Poland,Poznan,,,,,,,Ni1,Luvisol,<5.5,,,0.8,%,Coarse-textured,Low content of clay,,,,,,,,,,,85,mg kg−1,by Egner–Riehm method,,,,,,,48.9,,,,,mg kg−1,4,total,,,Zea mays,,12 plants/plot of 1 m2,630,,,163,mg kg−1,,,,,,,1.1,,,,,mg kg-1,4,Stems,,,,,,,29.5,,,,,mg Kg-1,4,Roots,,,,,,,,,,,,,4,
671,Korzeniowska,2019,Poland,Poznan,,,,,,,Ni2,Luvisol,<5.5,,,0.8,%,Coarse-textured,Low content of clay,,,,,,,,,,,85,mg kg−1,by Egner–Riehm method,,,,,,,104,,,,,mg kg−1,4,total,,,Zea mays,,12 plants/plot of 1 m2,549,,,162,mg kg−1,,,,,,,2.6,,,,,mg kg-1,4,Stems,,,,,,,80.4,,,,,mg Kg-1,4,Roots,,,,,,,,,,,,,4,
671,Korzeniowska,2019,Poland,Poznan,,,,,,,Ni3,Luvisol,<5.5,,,0.8,%,Coarse-textured,Low content of clay,,,,,,,,,,,85,mg kg−1,by Egner–Riehm method,,,,,,,180,,,,,mg kg−1,4,total,,,Zea mays,,12 plants/plot of 1 m2,99,,,62,mg kg−1,,,,,,,10.7,,,,,mg kg-1,4,Stems,,,,,,,132,,,,,mg Kg-1,4,Roots,,,,,,,,,,,,,4,
671,Korzeniowska,2019,Poland,Poznan,,,,,,,Ni1,Luvisol,<5.5,,,0.8,%,Coarse-textured,Low content of clay,,,,,,,,,,,85,mg kg−1,by Egner–Riehm method,,,,,,,61.1,,,,,mg kg−1,4,total,,,Phalaris arundinacea,,6 g of seed/plot,1394,,,821,mg kg−1,,,,,,,13.7,,,,,mg kg-1,4,Shoots,,,,,,,50.9,,,,,mg Kg-1,4,Roots,,,,,,,,,,,,,4,
671,Korzeniowska,2019,Poland,Poznan,,,,,,,Ni2,Luvisol,<5.5,,,0.8,%,Coarse-textured,Low content of clay,,,,,,,,,,,85,mg kg−1,by Egner–Riehm method,,,,,,,136,,,,,mg kg−1,4,total,,,Phalaris arundinacea,,6 g of seed/plot,1295,,,697,mg kg−1,,,,,,,21.2,,,,,mg kg-1,4,Shoots,,,,,,,65.5,,,,,mg Kg-1,4,Roots,,,,,,,,,,,,,4,
671,Korzeniowska,2019,Poland,Poznan,,,,,,,Ni3,Luvisol,<5.5,,,0.8,%,Coarse-textured,Low content of clay,,,,,,,,,,,85,mg kg−1,by Egner–Riehm method,,,,,,,192,,,,,mg kg−1,4,total,,,Phalaris arundinacea,,6 g of seed/plot,1048,,,595,mg kg−1,,,,,,,31.6,,,,,mg kg-1,4,Shoots,,,,,,,133,,,,,mg Kg-1,4,Roots,,,,,,,,,,,,,4,
671,Korzeniowska,2019,Poland,Poznan,,,,,,,Ni1,Luvisol,<5.5,,,0.8,%,Coarse-textured,Low content of clay,,,,,,,,,,,85,mg kg−1,by Egner–Riehm method,,,,,,,49.6,,,,,mg kg−1,4,total,,,Salix viminalis,,5 plants/plot of 1 m2,2918,,,438,mg kg−1,,,,,,,5.6,,,,,mg kg-1,4,leaves,,,,,,,10.1,,,,,mg Kg-1,4,Roots,,,,,,,2.1,,,,,mg Kg-1,4,Twigs
671,Korzeniowska,2019,Poland,Poznan,,,,,,,Ni2,Luvisol,<5.5,,,0.8,%,Coarse-textured,Low content of clay,,,,,,,,,,,85,mg kg−1,by Egner–Riehm method,,,,,,,80.5,,,,,mg kg−1,4,total,,,Salix viminalis,,5 plants/plot of 1 m2,3100,,,440,mg kg−1,,,,,,,7.4,,,,,mg kg-1,4,leaves,,,,,,,11.6,,,,,mg Kg-1,4,Roots,,,,,,,2.4,,,,,mg Kg-1,4,Twigs
671,Korzeniowska,2019,Poland,Poznan,,,,,,,Ni3,Luvisol,<5.5,,,0.8,%,Coarse-textured,Low content of clay,,,,,,,,,,,85,mg kg−1,by Egner–Riehm method,,,,,,,180,,,,,mg kg−1,4,total,,,Salix viminalis,,5 plants/plot of 1 m2,1960,,,400,mg kg−1,,,,,,,10.4,,,,,mg kg-1,4,leaves,,,,,,,26.6,,,,,mg Kg-1,4,Roots,,,,,,,4.1,,,,,mg Kg-1,4,Twigs
83,Kubátová,2018,Czech Republic,Příbram,49°42'24''N,13°58'32''E,,,6.5,700,,Cambisol,5.66,,,4.1,%,,,,,,,,166,mmol kg−1,,,,,,,,7.3,,1370,218,,,,,,,mg kg−1,50,Pseudo-total (aqua regia soluble),Plant-available,S1,(Salix schwerinii × Salix viminalis) × Salix viminalis,,4 rows (1 row/sp.) x 8 plots,38.77,,,,g/plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Kubátová,2018,Czech Republic,Příbram,49°42'24''N,13°58'32''E,,,6.5,700,,Cambisol,5.66,,,4.1,%,,,,,,,,166,mmol kg−1,,,,,,,,7.3,,1370,218,,,,,,,mg kg−1,50,Pseudo-total (aqua regia soluble),Plant-available,S2,Salix smithiana,,4 rows (1 row/sp.) x 8 plots,132.43,,,,g/plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Kubátová,2018,Czech Republic,Příbram,49°42'24''N,13°58'32''E,,,6.5,700,,Cambisol,5.66,,,4.1,%,,,,,,,,166,mmol kg−1,,,,,,,,7.3,,1370,218,,,,,,,mg kg−1,50,Pseudo-total (aqua regia soluble),Plant-available,P1,Populus maximowiczii × Populus nigra,,4 rows (1 row/sp.) x 8 plots,196.9,,,,g/plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Kubátová,2018,Czech Republic,Příbram,49°42'24''N,13°58'32''E,,,6.5,700,,Cambisol,5.66,,,4.1,%,,,,,,,,166,mmol kg−1,,,,,,,,7.3,,1370,218,,,,,,,mg kg−1,50,Pseudo-total (aqua regia soluble),Plant-available,P2,Populus nigra,,4 rows (1 row/sp.) x 8 plots,101.97,,,,g/plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Laidlaw,2012,Australia,Werribee,37°59′32″ S,144°36′58″ E,,,,,,,6.3,,,,,,,,,,0.4,mS cm−1,,,0.57,%,total,2829,mg kg−1,total,11,1,49,6,240,,36,,,117,,mg kg−1,,total,,,Salix caprea,,16 cuttings/block of 1.5 x 1.5 m,,14.99999716,0.304259644,,t ha−1 yr−1,,5.6,4.6,,1305,,4.3,,,1.4,,mg kg-1,,leaves,,,,,,,,,,,,,,,,2.7,3.8,,204,,1.1,,,0.7,,mg Kg-1,,Stems
1645,Laidlaw,2012,Australia,Werribee,37°59′32″ S,144°36′58″ E,,,,,,,6.3,,,,,,,,,,0.4,mS cm−1,,,0.57,%,total,2829,mg kg−1,total,11,1,49,6,240,,36,,,117,,mg kg−1,,total,,,Salix gmelinii,x calodendron Balana,16 cuttings/block of 1.5 x 1.5 m,,19.09937746,0.588234693,,t ha−1 yr−1,,5.3,4.6,,1484,,3.8,,,0.9,,mg kg-1,,leaves,,,,,,,,,,,,,,,,2.9,4.4,,250,,1.5,,,0.9,,mg Kg-1,,Stems
1645,Laidlaw,2012,Australia,Werribee,37°59′32″ S,144°36′58″ E,,,,,,,6.3,,,,,,,,,,0.4,mS cm−1,,,0.57,%,total,2829,mg kg−1,total,11,1,49,6,240,,36,,,117,,mg kg−1,,total,,,Salix gmelinii,x calodendron Hybrida,16 cuttings/block of 1.5 x 1.5 m,,14.06832156,2.494929083,,t ha−1 yr−1,,3.8,6,,957,,2.8,,,0.9,,mg kg-1,,leaves,,,,,,,,,,,,,,,,2.5,3.5,,247,,1.6,,,1.1,,mg Kg-1,,Stems
1645,Laidlaw,2012,Australia,Werribee,37°59′32″ S,144°36′58″ E,,,,,,,6.3,,,,,,,,,,0.4,mS cm−1,,,0.57,%,total,2829,mg kg−1,total,11,1,49,6,240,,36,,,117,,mg kg−1,,total,,,Salix chilensis,,16 cuttings/block of 1.5 x 1.5 m,,2.888193071,0.953346266,,t ha−1 yr−1,,1.8,7.9,,404,,4.9,,,1.1,,mg kg-1,,leaves,,,,,,,,,,,,,,,,1.8,7.8,,46,,4.3,,,5.7,,mg Kg-1,,Stems
1645,Laidlaw,2012,Australia,Werribee,37°59′32″ S,144°36′58″ E,,,,,,,6.3,,,,,,,,,,0.4,mS cm−1,,,0.57,%,total,2829,mg kg−1,total,11,1,49,6,240,,36,,,117,,mg kg−1,,total,,,Salix matsudana,,16 cuttings/block of 1.5 x 1.5 m,,20.86956237,5.456389002,,t ha−1 yr−1,,1.5,5.9,,381,,2.2,,,0.4,,mg kg-1,,leaves,,,,,,,,,,,,,,,,1.6,4.9,,94,,0.9,,,1.2,,mg Kg-1,,Stems
1645,Laidlaw,2012,Australia,Werribee,37°59′32″ S,144°36′58″ E,,,,,,,6.3,,,,,,,,,,0.4,mS cm−1,,,0.57,%,total,2829,mg kg−1,total,11,1,49,6,240,,36,,,117,,mg kg−1,,total,,,Salix reichardtii,x reichardtii,16 cuttings/block of 1.5 x 1.5 m,,15.18633398,2.068965581,,t ha−1 yr−1,,2.6,5.3,,323,,2.9,,,0.6,,mg kg-1,,leaves,,,,,,,,,,,,,,,,1.2,2.9,,82,,1.8,,,1.2,,mg Kg-1,,Stems
1645,Laidlaw,2012,Australia,Werribee,37°59′32″ S,144°36′58″ E,,,,,,,6.3,,,,,,,,,,0.4,mS cm−1,,,0.57,%,total,2829,mg kg−1,total,11,1,49,6,240,,36,,,117,,mg kg−1,,total,,,Salix viminalis,,16 cuttings/block of 1.5 x 1.5 m,,10.90062112,2.860040656,,t ha−1 yr−1,,2.7,4.9,,707,,3,,,0.9,,mg kg-1,,leaves,,,,,,,,,,,,,,,,1.6,4.3,,190,,1.5,,,1.5,,mg Kg-1,,Stems
3426,Mleczek,2018,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
