covidence#;author;year;country;location;latitude;longitude;climate;expe_t;mat (°C);map;map_units;soil;type;ph;oc;oc_units;om;om_units;texture;clay;clay_units;sand;sand_units;ec;ec_units;cec;cec_units;N;N_units;N_type;P;P_units;P_type;as_s;cd_s;cu_s;pb_s;zn_s;se_s;ni_s;co_s;mn_s;cr_s;hg_s;units_s;n_s;fraction_s;Bioavailable;sp;name;cultivar;p_density (ind./m2 or pots);ba_total;ba_stem;ba_leaf;br;units_b;as_ba;cd_ba;cu_ba;pb_ba;zn_ba;se_ba;ni_ba;co_ba;mn_ba;cr_ba;hg_ba;units_te_ba;n_te_ba;organs_ba;as_br;cd_br;cu_br;pb_br;zn_br;se_br;ni_br;co_br;mn_br;cr_br;hg_br;units_te_br;n_te_br;organs_br;as_ba_1;cd_ba_1;cu_ba_1;pb_ba_1_1;zn_ba_1;se_ba_1;ni_ba_1;co_ba_1;mn_ba_1;cr_ba_1;hg_ba_1;units_te_ba_1;n_te_ba_1;organs_ba_1;as_ba_2;cd_ba_2;cu_ba_2;pb_ba_2;zn_ba_2;se_ba_2;ni_ba_2;co_ba_2;mn_ba_2;cr_ba_2;hg_ba_2;units_te_ba_2;n_te_ba_2;organs_ba_2;as_ba_3;cd_ba_3;cu_ba_3;pb_ba_3;zn_ba_3;se_ba_3;ni_ba_3;co_ba_3;mn_ba_3;cr_ba_3;hg_ba_3;units_te_ba_3;n_te_ba_3;organs_ba_3;comments
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Macedo;;;;;;;;;;;;;;;;;;;;;;;;802;;197;;6170;577;5280;5260;;ug g;30;Total;;;Vernonia holosericea;;;;;;;;;;24;;;;144;21;107;76;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Macedo;;;;;;;;;;;;;;;;;;;;;;;;802;;197;;6170;577;5280;5260;;ug g;30;Total;;;Zeyheria digitalis;;;;;;;;;;84;;;;208;2;512;5;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Macedo;;;;;;;;;;;;;;;;;;;;;;;;802;;197;;6170;577;5280;5260;;ug g;30;Total;;;Zeyheria montana;;;;;;;;;;75;;;;386;;140;7;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Macedo;;;;;;;;;;;;;;;;;;;;;;;;802;;197;;6170;577;5280;5260;;ug g;30;Total;;;Jacquemontia sp.;;;;;;;;;;20;;;;138;16;344;91;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Macedo;;;;;;;;;;;;;;;;;;;;;;;;802;;197;;6170;577;5280;5260;;ug g;30;Total;;;Drosera montana;;;;;;;;;;75;;;;329;34;156;505;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Niquelandia;;;;;;;;;;;;;;;;;;;;;;;;815;;143;;6690;479;3570;2640;;ug g;14;Total;;;Euphorbia selloi;;;;;;;;;;41;;;;1250;72;168;493;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Niquelandia;;;;;;;;;;;;;;;;;;;;;;;;815;;143;;6690;479;3570;2640;;ug g;14;Total;;;Phyllanthus sp.;;;;;;;;;;13;;;;4990;85;70;13;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Macedo;;;;;;;;;;;;;;;;;;;;;;;;802;;197;;6170;577;5280;5260;;ug g;30;Total;;;Sisyrinchium luzula;;;;;;;;;;36;;;;260;11;217;120;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Macedo;;;;;;;;;;;;;;;;;;;;;;;;802;;197;;6170;577;5280;5260;;ug g;30;Total;;;Hypenia macrantha;;;;;;;;;;27;;;;49;10;304;101;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Niquelandia;;;;;;;;;;;;;;;;;;;;;;;;815;;143;;6690;479;3570;2640;;ug g;14;Total;;;Lippia aff. geminata;;;;;;;;;;62;;;;4480;11;106;99;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Macedo;;;;;;;;;;;;;;;;;;;;;;;;802;;197;;6170;577;5280;5260;;ug g;30;Total;;;Lippia sp.;;;;;;;;;;41;;;;8970;14;152;496;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Macedo;;;;;;;;;;;;;;;;;;;;;;;;802;;197;;6170;577;5280;5260;;ug g;30;Total;;;Pterolepis sp. nov.;;;;;;;;;;18;;;;95;11;154;145;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Macedo;;;;;;;;;;;;;;;;;;;;;;;;802;;197;;6170;577;5280;5260;;ug g;30;Total;;;Piriqueta duarteana;;;;;;;;;;12;;;;88;11;176;156;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Niquelandia;;;;;;;;;;;;;;;;;;;;;;;;815;;143;;6690;479;3570;2640;;ug g;14;Total;;;Piriqueta sp.;;;;;;;;;;9;;;;1950;149;2090;10;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
1089;vanderEnt;2015;Brasil;Goias State;;;;;;;;Macedo;;;;;;;;;;;;;;;;;;;;;;;;802;;197;;6170;577;5280;5260;;ug g;30;Total;;;Turnera melochioides;;;;;;;;;;11;;;;1020;143;1800;27;;ug g;2;Leave;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Les infos et concentrations dans le sol correspondent à la médiane
3636;Wahsha;2016;Italy;Imperina Valley;;;Mediterranean;;;;;;Tailings;5.8;;;;;Silt loam;;;;;;;;;;;;;;;;;1378;4811;1051;;;;;;;mg kg;;Total;;;Salix purpurea;;;;;;;;;;28;26;231;;;;;;;mg kg;;Leaves;;;23;11.3;96;;;;;;;mg kg;;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3636;Wahsha;2016;Italy;Imperina Valley;;;Mediterranean;;;;;;Tailings;5.8;;;;;Silt loam;;;;;;;;;;;;;;;;;1378;4811;1051;;;;;;;mg kg;;Total;;;Salix eleagnos;;;;;;;;;;31;36;495;;;;;;;mg kg;;Leaves;;;61;46;248;;;;;;;mg kg;;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3636;Wahsha;2016;Italy;Imperina Valley;;;Mediterranean;;;;;;Tailings;5.8;;;;;Silt loam;;;;;;;;;;;;;;;;;1378;4811;1051;;;;;;;mg kg;;Total;;;Salix caprea;;;;;;;;;;33;152;300;;;;;;;mg kg;;Leaves;;;40;519;180;;;;;;;mg kg;;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3636;Wahsha;2016;Italy;Imperina Valley;;;Mediterranean;;;;;;Tailings;5.8;;;;;Silt loam;;;;;;;;;;;;;;;;;1378;4811;1051;;;;;;;mg kg;;Total;;;Taraxacum officinale;;;;;;;;;;65;134;133;;;;;;;mg kg;;Leaves;;;57.5;102;67;;;;;;;mg kg;;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3636;Wahsha;2016;Italy;Imperina Valley;;;Mediterranean;;;;;;Tailings;5.8;;;;;Silt loam;;;;;;;;;;;;;;;;;1378;4811;1051;;;;;;;mg kg;;Total;;;Plantago major;;;;;;;;;;30;76.8;64.5;;;;;;;mg kg;;Leaves;;;177;636;128;;;;;;;mg kg;;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4262;Wang;2008;China;Xiangtan;27°40' - 28°05'N;112°37' - 112°48'E;Subtropical monsoon;;17.4;1431;mm;;Tailing ponds;7.9;;;7.2;%;Clay;55;%;13;%;1.81;ms cm-1;;;5.94;g kg;Total;51.18;g kg;Available;;119;126;;2490;;;;31903;;;mg kg;12;Total;DTPA-Water extractable-Echangeable-Organic-Residual;Common Reed;Phragmites australis;;;;;;;;;3.9;8;;166.2;;;;211.9;;;mg kg;12;shoots;;3.5;3.7;;142.5;;;;236.9;;;mg kg;12;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4262;Wang;2008;China;Xiangtan;27°40' - 28°05'N;112°37' - 112°48'E;Subtropical monsoon;;17.4;1431;mm;;Tailing ponds;7.9;;;7.2;%;Clay;55;%;13;%;1.81;ms cm-1;;;5.94;g kg;Total;51.18;g kg;Available;;119;126;;2490;;;;31903;;;mg kg;12;Total;DTPA-Water extractable-Echangeable-Organic-Residual;Indian Poke or Himalayan Pokeweed;Phytolacca acinosa;;;;;;;;;3.5;15.6;;120.4;;;;813.8;;;mg kg;12;shoots;;2.6;9.6;;140.5;;;;560.9;;;mg kg;12;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4262;Wang;2008;China;Xiangtan;27°40' - 28°05'N;112°37' - 112°48'E;Subtropical monsoon;;17.4;1431;mm;;Tailing ponds;7.9;;;7.2;%;Clay;55;%;13;%;1.81;ms cm-1;;;5.94;g kg;Total;51.18;g kg;Available;;119;126;;2490;;;;31903;;;mg kg;12;Total;DTPA-Water extractable-Echangeable-Organic-Residual;Bermuda Grass or Couch Grass;Cynodon dactylon;;;;;;;;;4.9;4.1;;192.2;;;;725.7;;;mg kg;12;shoots;;0.7;123.5;;388.9;;;;1856.5;;;mg kg;12;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4262;Wang;2008;China;Xiangtan;27°40' - 28°05'N;112°37' - 112°48'E;Subtropical monsoon;;17.4;1431;mm;;Tailing ponds;7.9;;;7.2;%;Clay;55;%;13;%;1.81;ms cm-1;;;5.94;g kg;Total;51.18;g kg;Available;;119;126;;2490;;;;31903;;;mg kg;12;Total;DTPA-Water extractable-Echangeable-Organic-Residual;Bracken Fern;Pteridium aquilinum;;;;;;;;;2.1;14.3;;204.2;;;;822.1;;;mg kg;12;shoots;;6.8;20.3;;647.9;;;;3321.4;;;mg kg;12;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4262;Wang;2008;China;Xiangtan;27°40' - 28°05'N;112°37' - 112°48'E;Subtropical monsoon;;17.4;1431;mm;;Tailing ponds;7.9;;;7.2;%;Clay;55;%;13;%;1.81;ms cm-1;;;5.94;g kg;Total;51.18;g kg;Available;;119;126;;2490;;;;31903;;;mg kg;12;Total;DTPA-Water extractable-Echangeable-Organic-Residual;Japanese Hops;Humulus scandens;;;;;;;;;2.5;41.8;;119.7;;;;844.2;;;mg kg;12;shoots;;14.9;19;;492.2;;;;1486.9;;;mg kg;12;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4262;Wang;2008;China;Xiangtan;27°40' - 28°05'N;112°37' - 112°48'E;Subtropical monsoon;;17.4;1431;mm;;Tailing ponds;7.9;;;7.2;%;Clay;55;%;13;%;1.81;ms cm-1;;;5.94;g kg;Total;51.18;g kg;Available;;119;126;;2490;;;;31903;;;mg kg;12;Total;DTPA-Water extractable-Echangeable-Organic-Residual;Natural Indigo;Strobilanthes cusia;;;;;;;;;2.6;23.4;;101.6;;;;1053.9;;;mg kg;12;shoots;;3.6;14;;143;;;;496.5;;;mg kg;12;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4262;Wang;2008;China;Xiangtan;27°40' - 28°05'N;112°37' - 112°48'E;Subtropical monsoon;;17.4;1431;mm;;Tailing ponds;7.9;;;7.2;%;Clay;55;%;13;%;1.81;ms cm-1;;;5.94;g kg;Total;51.18;g kg;Available;;119;126;;2490;;;;31903;;;mg kg;12;Total;DTPA-Water extractable-Echangeable-Organic-Residual;Annual Bluegrass;Poa annua;;;;;;;;;3.7;5;;161.4;;;;428.9;;;mg kg;12;shoots;;4.8;52.2;;461.6;;;;4735.9;;;mg kg;12;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4262;Wang;2008;China;Xiangtan;27°40' - 28°05'N;112°37' - 112°48'E;Subtropical monsoon;;17.4;1431;mm;;Tailing ponds;7.9;;;7.2;%;Clay;55;%;13;%;1.81;ms cm-1;;;5.94;g kg;Total;51.18;g kg;Available;;119;126;;2490;;;;31903;;;mg kg;12;Total;DTPA-Water extractable-Echangeable-Organic-Residual;Snow-in-Summer;Cerastium caespitosum;;;;;;;;;5.2;1.1;;108;;;;776;;;mg kg;12;shoots;;7;13.1;;265.9;;;;1469.4;;;mg kg;12;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4262;Wang;2008;China;Xiangtan;27°40' - 28°05'N;112°37' - 112°48'E;Subtropical monsoon;;17.4;1431;mm;;Tailing ponds;7.9;;;7.2;%;Clay;55;%;13;%;1.81;ms cm-1;;;5.94;g kg;Total;51.18;g kg;Available;;119;126;;2490;;;;31903;;;mg kg;12;Total;DTPA-Water extractable-Echangeable-Organic-Residual;Canadian Fleabane;Conyza canadensis;;;;;;;;;11.6;21.9;;285.9;;;;827.8;;;mg kg;12;shoots;;15.2;32.2;;425.6;;;;6330;;;mg kg;12;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Wang;2022;China;Hezuo;34°56' - 34°59'N;102°47' - 102°51'E;Humid alpine;;11.7;545;mm;;;8.08;;;69.65;g kg;;;;;;85.47;ms m-1;;;2.60;g kg;Total;0.47;g kg;Total;36.53;0.16;;32.90;82.66;;;;;;;mg kg;3;Total;;Kentucky Bluegrass;Poa pratensis;;;;;;;;7.330271881691188;0.06373634221238306;;10.650772614677944;22.259983536589584;;;;;;;mg kg;3;shoots;18.10226717247172;0.14272655859458688;;23.952789669791354;50.52330125965842;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Wang;2022;China;Hezuo;34°56' - 34°59'N;102°47' - 102°51'E;Humid alpine;;11.7;545;mm;;;7.67;;;64.38;g kg;;;;;;84.07;ms m-1;;;2.20;g kg;Total;0.39;g kg;Total;22.61;0.16;;35.58;84.74;;;;;;;mg kg;3;Total;;Siberian Wildrye;Elymus nutans;;;;;;;;2.3621830399250934;0.05135328143969149;;3.50538783383407;11.591209368925659;;;;;;;mg kg;3;shoots;17.256122329548976;0.14683996286510034;;18.000152649509786;48.79222207618824;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Wang;2022;China;Hezuo;34°56' - 34°59'N;102°47' - 102°51'E;Humid alpine;;11.7;545;mm;;;7.50;;;54.15;g kg;;;;;;83.23;ms m-1;;;2.01;g kg;Total;0.33;g kg;Total;27.67;0.15;;40.53;82.88;;;;;;;mg kg;3;Total;;Saunders's Cinquefoil;Potentilla saundersiana;;;;;;;;4.899929086315036;0.7096479325858744;;67.9401336377072;35.15954981565131;;;;;;;mg kg;3;shoots;2.0730204410418116;0.10943369278011855;;25.960824584897413;33.41491252948541;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Wang;2022;China;Hezuo;34°56' - 34°59'N;102°47' - 102°51'E;Humid alpine;;11.7;545;mm;;;7.38;;;43.16;g kg;;;;;;95.90;ms m-1;;;1.91;g kg;Total;0.38;g kg;Total;28;0.34;;32.95;84.53;;;;;;;mg kg;3;Total;;Pylzow's Crane's-bill;Geranium pylzowianum;;;;;;;;20.47753137758439;0.2912804399057345;;25.60209823689816;22.218825010549033;;;;;;;mg kg;3;shoots;4.399402397295641;0.1585160322787974;;19.32820338465595;43.25954774043151;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Wang;2022;China;Hezuo;34°56' - 34°59'N;102°47' - 102°51'E;Humid alpine;;11.7;545;mm;;;7.64;;;57.08;g kg;;;;;;109.17;ms m-1;;;2.01;g kg;Total;0.40;g kg;Total;27.31;0.17;;27.23;82.33;;;;;;;mg kg;3;Total;;Lipsky's Hawksbeard;Carpesium lipskyi;;;;;;;;7.753688544341708;0.34342640862672286;;16.631164091284408;24.279656620297033;;;;;;;mg kg;3;shoots;6.984653727787838;0.3227736913518532;;16.8545874646998;37.95929802231553;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Wang;2022;China;Hezuo;34°56' - 34°59'N;102°47' - 102°51'E;Humid alpine;;11.7;545;mm;;;7.63;;;65.57;g kg;;;;;;102.43;ms m-1;;;2.38;g kg;Total;0.47;g kg;Total;27.92;0.15;;37.51;79.94;;;;;;;mg kg;3;Total;;Arrowleaf Ligularia;Ligularia sagitta;;;;;;;;2.817269891977115;0.3772977219167321;;9.079870386688963;35.92703527181921;;;;;;;mg kg;3;shoots;6.676213622312337;0.3091266157252017;;12.955780212460363;35.363405574040385;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Wang;2022;China;Hezuo;34°56' - 34°59'N;102°47' - 102°51'E;Humid alpine;;11.7;545;mm;;;7.54;;;37.28;g kg;;;;;;89.57;ms m-1;;;2.04;g kg;Total;0.39;g kg;Total;22.43;0.42;;28.22;86.51;;;;;;;mg kg;3;Total;;Shrubby Cinquefoil;Potentilla fruticosa;;;;;;;;12.897340392572653;0.2785331714632579;;36.0787116381374;23.51846599752357;;;;;;;mg kg;3;shoots;3.2875033563515945;0.1528601014068414;;24.491226122494293;31.09550853261208;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Wang;2022;China;Hezuo;34°56' - 34°59'N;102°47' - 102°51'E;Humid alpine;;11.7;545;mm;;;7.36;;;72.22;g kg;;;;;;81.40;ms m-1;;;2.56;g kg;Total;0.33;g kg;Total;26.42;0.16;;37.32;83.89;;;;;;;mg kg;3;Total;;Fringed Sagebrush;Artemisia frigida;;;;;;;;13.757943365439562;0.4397057773334285;;50.7469418058437;41.629185891272314;;;;;;;mg kg;3;shoots;6.731980694954113;0.28637434835392417;;23.204113210427348;31.630569371139227;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Wang;2022;China;Hezuo;34°56' - 34°59'N;102°47' - 102°51'E;Humid alpine;;11.7;545;mm;;;7.29;;;57.99;g kg;;;;;;73.43;ms m-1;;;2.49;g kg;Total;0.48;g kg;Total;106.74;0.16;;31.10;88.15;;;;;;;mg kg;3;Total;;Nepal Dock;Rumex nepalensis;;;;;;;;21.10955820085785;0.07312004570449189;;13.652417066215193;12.56594010915656;;;;;;;mg kg;3;shoots;7.378465648171735;0.129208026851389;;16.151705858271868;21.14289271805372;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Wang;2022;China;Hezuo;34°56' - 34°59'N;102°47' - 102°51'E;Humid alpine;;11.7;545;mm;;;7.81;;;43.18;g kg;;;;;;118.07;ms m-1;;;2.02;g kg;Total;0.30;g kg;Total;26.55;0.16;;32.04;88.78;;;;;;;mg kg;3;Total;;Mongolian Dandelion;Taraxacum mongolicum;;;;;;;;4.921272040042135;0.2114975362422338;;42.50039897030967;44.60422099707394;;;;;;;mg kg;3;shoots;2.2595991655593575;0.09287295579518674;;26.88712956474074;32.438729135394254;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Wang;2022;China;Hezuo;34°56' - 34°59'N;102°47' - 102°51'E;Humid alpine;;11.7;545;mm;;;7.70;;;93.56;g kg;;;;;;90.77;ms m-1;;;2.58;g kg;Total;0.41;g kg;Total;23.27;1.01;;40.01;83.50;;;;;;;mg kg;3;Total;;Marsh Gentian;Gentianopsis paludosa;;;;;;;;4.130205787382872;0.7458330357780476;;21.15097730379334;29.883026777252823;;;;;;;mg kg;3;shoots;3.2551446845717984;0.610004998928801;;29.34686825653444;32.5462255210531;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Wang;2022;China;Hezuo;34°56' - 34°59'N;102°47' - 102°51'E;Humid alpine;;11.7;545;mm;;;7.75;;;39.62;g kg;;;;;;115.37;ms m-1;;;2.02;g kg;Total;0.43;g kg;Total;144.22;0.71;;35.26;85.85;;;;;;;mg kg;3;Total;Available;Yellow Swamp Swertia;Swertia tetraptera;;;;;;;;30.806144016743893;2.079947154181247;;11.785236016957972;23.845313116080877;;;;;;;mg kg;3;shoots;56.940935096766204;1.3858316075126758;;18.32071662006231;32.102681875722006;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4154;Wang;2018;China;Luoyang;33°84'N;111°158'E;Humid subtropical;;12.00;872.6;mm;L-2;;7.6;;;;;;;;;;;;;;;;;;;;;1.1;;;253.8;;;;;;;mg kg;3;Total;Available;;Macleaya cordata;;;;;;;;;1.3;;;443.1;;;;;;;mg kg;3;shoots;;2.1;;;656.4;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4154;Wang;2018;China;Luoyang;33°84'N;111°158'E;Humid subtropical;;12.00;872.6;mm;L-9;;8.1;;;;;;;;;;;;;;;;;;;;;1.1;;;191.7;;;;;;;mg kg;3;Total;Available;;Macleaya cordata;;;;;;;;;0.3;;;161.1;;;;;;;mg kg;3;shoots;;0.4;;;226.7;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4154;Wang;2018;China;Luoyang;33°84'N;111°158'E;Humid subtropical;;12.00;872.6;mm;L-2;;7.6;;;;;;;;;;;;;;;;;;;;;1.1;;;253.8;;;;;;;mg kg;3;Total;Available;;Polygonum aviculare;;;;;;;;;0.6;;;294.8;;;;;;;mg kg;3;shoots;;0.6;;;199.6;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4154;Wang;2018;China;Luoyang;33°84'N;111°158'E;Humid subtropical;;12.00;872.6;mm;L-13;;6.8;;;;;;;;;;;;;;;;;;;;;2.9;;;325.8;;;;;;;mg kg;3;Total;Available;;Bidens pilosa;;;;;;;;;2.5;;;108.2;;;;;;;mg kg;3;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4154;Wang;2018;China;Luoyang;33°84'N;111°158'E;Humid subtropical;;12.00;872.6;mm;L-14;;7.7;;;;;;;;;;;;;;;;;;;;;1.0;;;404.4;;;;;;;mg kg;3;Total;Available;;Bidens pilosa;;;;;;;;;3.5;;;79.6;;;;;;;mg kg;3;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4154;Wang;2018;China;Luoyang;33°84'N;111°158'E;Humid subtropical;;12.00;872.6;mm;L-5;;8.2;;;;;;;;;;;;;;;;;;;;;0.4;;;190.5;;;;;;;mg kg;3;Total;Available;;Phtheirospermum japonicum;;;;;;;;;1.9;;;104.6;;;;;;;mg kg;3;shoots;;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4154;Wang;2018;China;Luoyang;33°84'N;111°158'E;Humid subtropical;;12.00;872.6;mm;L-8;;7.4;;;;;;;;;;;;;;;;;;;;;0.3;;;113.4;;;;;;;mg kg;3;Total;Available;;Phtheirospermum japonicum;;;;;;;;;0.9;;;105.2;;;;;;;mg kg;3;shoots;;;;;178.5;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4154;Wang;2018;China;Luoyang;33°84'N;111°158'E;Humid subtropical;;12.00;872.6;mm;L-9;;8.1;;;;;;;;;;;;;;;;;;;;;1.1;;;191.7;;;;;;;mg kg;3;Total;Available;;Phtheirospermum japonicum;;;;;;;;;0.8;;;121.3;;;;;;;mg kg;3;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4154;Wang;2018;China;Luoyang;33°84'N;111°158'E;Humid subtropical;;12.00;872.6;mm;L-6;;7.0;;;;;;;;;;;;;;;;;;;;;1.5;;;339.0;;;;;;;mg kg;3;Total;Available;;Phtheirospermum japonicum;;;;;;;;;0.7;;;71.1;;;;;;;mg kg;3;shoots;;0.7;;;104.8;;;;;;;mg kg;3;roots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4154;Wang;2018;China;Luoyang;33°84'N;111°158'E;Humid subtropical;;12.00;872.6;mm;L-4;;7.7;;;;;;;;;;;;;;;;;;;;;0.3;;;58.9;;;;;;;mg kg;3;Total;Available;;Phtheirospermum japonicum;;;;;;;;;3.3;;;67.7;;;;;;;mg kg;3;shoots;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
