user_supplied_name	submitted_name	matched_name2	score	implement	alternative	dupl
Cytisus scoparius 	Cytisus scoparius	Cytisus scoparius	0.988			
Cytisus oromediterraneus 	Cytisus oromediterraneus	Cytisus oromediterraneus	0.988			
Genista cinerascens 	Genista cinerascens	Genista cinerascens	0.988			
Adenocarpus complicates 	Adenocarpus complicates	Adenocarpus complicatus	0.75			
Thymus mastichina 	Thymus mastichina	Thymus mastichina	0.988			
Santolina rosmarinifolia 	Santolina rosmarinifolia	Santolina rosmarinifolia	0.988			
Frangula alnus 	Frangula alnus	Frangula alnus	0.988			
Betula pendula 	Betula pendula	Betula pendula	0.988			
Erica arborea 	Erica arborea	Erica arborea	0.988			
Salix atrocinerea 	Salix atrocinerea	Salix atrocinerea	0.988			
Plectranthus rugosus	Plectranthus rugosus	Plectranthus rugosus	0.988			
Rumex hastatus	Rumex hastatus	Rumex hastatus	0.988			
Indigofera gerardiana	Indigofera gerardiana	Indigofera gerardiana	0.988			
Daphne mucronata	Daphne mucronata	Daphne mucronata	0.988			
Olea ferruginea	Olea ferruginea	Olea ferruginea	0.988			
Debregeasia salicifolia	Debregeasia salicifolia	Debregeasia salicifolia	0.988			
Berberis lycium	Berberis lycium	Berberis lycium	0.988			
Heteropogon conturtus	Heteropogon conturtus	Heteropogon contortus	0.75			
Athyrium schimperi  	Athyrium schimperi	Athyrium schimperi	0.988			
Berberis lyceum  	Berberis lyceum	Berberis lycium	0.75			
Cirsium vulgare  	Cirsium vulgare	Cirsium vulgare	0.988			
Daphne mucronata  	Daphne mucronata 	Daphne	0.75			
Debregeasia salicifolia  	Debregeasia salicifolia 	Debregeasia	0.75			
Dodonaea viscosa  	Dodonaea viscosa	Dodonaea viscosa	0.988			
Fimbristylis dichotoma  	Fimbristylis dichotoma 	Fimbristylis	0.75			
Heteropogon contortus  	Heteropogon contortus 	Heteropogon	0.75			
Indigofera gerardiana  	Indigofera gerardiana 	Indigofera	0.75			
Olea ferruginea  	Olea ferruginea 	Olea	0.75			
Plectranthus rugosus  	Plectranthus rugosus	Plectranthus rugosus	0.988			
Rubus fruticosus  	Rubus fruticosus	Rubus fruticosus	0.988			
Rumex hastatus  	Rumex hastatus	Rumex hastatus	0.988			
Selaginella jacquemontii  	Selaginella jacquemontii	Selaginella jacquemontii	0.988			
Sarcococca saligna  	Sarcococca saligna	Sarcococca saligna	0.988			
Tagetes minuta  	Tagetes minuta	Tagetes minuta	0.988			
Sacharum griffithii	Sacharum griffithii	Saccharum griffithii	0.75			
Solanum xanthocarpum	Solanum xanthocarpum	Solanum xanthocarpum	0.988			
Rhazya stracta	Rhazya stracta	Rhazya stricta	0.75			
Isodon roguses	Isodon roguses	Isodon	0.75			
Indigofera heterantha	Indigofera heterantha	Indigofera heterantha	0.988			
Impatiens bicolor	Impatiens bicolor	Impatiens bicolor	0.988			
Ajuga bracteosa	Ajuga bracteosa	Ajuga bracteosa	0.988			
Xanthoxylem armatum	Xanthoxylem armatum	Zanthoxylum armatum	0.75			
Aristida cyanantha	Aristida cyanantha	Aristida cyanantha	0.988			
Cymbopgon jwarancusa	Cymbopgon jwarancusa	Cymbopogon jwarancusa	0.75			
Cymbopgon jwarancusa	Cymbopgon jwarancusa	Cymbopogon iwarancusa	0.75			
Tribulus terestris	Tribulus terestris	Tribulus terrestris	0.75			
Pyrus domestica	Pyrus domestica	Pyrus domestica	0.988			
Casuarina sp.	Casuarina sp.	Casuarina	0.75			
Eichhornia plantagineum	Eichhornia plantagineum	Eichhornia	0.75			
Tetraclinis articulata  	Tetraclinis articulata  	Tetraclinis articulata	0.988			
Rhamnus lycioides  	Rhamnus lycioides  	Rhamnus lycioides	0.988			
Pistacia lentiscus  	Pistacia lentiscus  	Pistacia lentiscus	0.988			
Olea europea  	Olea europea  	Olea europaea	0.75			
Chamaerops humilis  	Chamaerops humilis  	Chamaerops humilis	0.988			
Maytenus senegalensis  	Maytenus senegalensis  	Maytenus senegalensis	0.988			
Periploca angustifolia  	Periploca angustifolia  	Periploca angustifolia	0.988			
Quercus coccifera  	Quercus coccifera  	Quercus coccifera	0.988			
Typha dominguensis	Typha dominguensis	Typha dominguensis	0.988			
Centaurea affinis	Centaurea affinis	Centaurea affinis	0.988			
Centaurea alba	Centaurea alba	Centaurea alba	0.988			
Centaurea sonchifolia	Centaurea sonchifolia	Centaurea sonchifolia	0.988			
Cirsium arvense (L.) Scop.	Cirsium arvense (l.) scop.	Cirsium arvense	0.999			
Cirsium arvense (L.) Scop.	Cirsium arvense (l.) scop.	Cirsium arvense	0.988			
Cirsium boujartii (Piller&Mitterp.) Sch.Bip.	Cirsium boujartii (piller&mitterp.) sch.bip.	Cirsium boujartii	0.988			
Cirsium creticum (Lam.) d’Urv.	Cirsium creticum (lam.) d’urv.	Cirsium creticum	0.988			
Dittrichia viscose	Dittrichia viscose	Dittrichia viscosa	0.75			
Matricaria trichophylla	Matricaria trichophylla	Matricaria trichophylla	0.988			
Sonchus crepioides	Sonchus crepioides	Sonchus crepioides	0.988			
Taraxacum officinale	Taraxacum officinale	Taraxacum officinale	0.988			
Alyssoides sinuata	Alyssoides sinuata	Alyssoides sinuata	0.988			
Alyssoides utriculata	Alyssoides utriculata	Alyssoides utriculata	0.988			
Capsella bursa-pastoris	Capsella bursa-pastoris	Capsella bursa-pastoris	0.988			
Lychnis coronaria	Lychnis coronaria	Lychnis coronaria	0.988			
Lychnis divaricata	Lychnis divaricata	Lychnis divaricata	0.988			
Lychnis flos-cuculi	Lychnis flos-cuculi	Lychnis flos-cuculi	0.988			
Mentha aquatic	Mentha aquatic	Mentha aquatica	0.75			
Scirpus holoschoenus	Scirpus holoschoenus	Scirpus holoschoenus	0.988			
Artemisia taurica	Artemisia taurica	Artemisia taurica	0.988			
Artemisis japonica	Artemisis japonica	Artemisia japonica	0.75			
Aster prorerus	Aster prorerus	Aster procerus	0.75			
Aster prorerus	Aster prorerus	Aster proteus	0.75			
Dendranthema morifolium	Dendranthema morifolium	Dendranthema morifolium	0.988			
Dianthus superbus 	Dianthus superbus	Dianthus superbus	0.988			
Euphorbia Esula	Euphorbia esula	Euphorbia esula	0.988			
Polygonum bungeanum	Polygonum bungeanum	Polygonum bungeanum	0.988			
Sanguisorba officinalis 	Sanguisorba officinalis 	Sanguisorba	0.75			
Saussurea japonica	Saussurea japonica	Saussurea japonica	0.988			
Valeriana officinalis 	Valeriana officinalis 	Valeriana	0.75			
Cordia africana 	Cordia africana	Cordia africana	0.988			
Mimosa caesalpineafolia 	Mimosa caesalpineafolia	Mimosa caesalpiniifolia	0.75			
Anadenanthera colubrina 	Anadenanthera colubrina	Anadenanthera colubrina	0.988			
Hedera helix subsp. canariensis	Hedera helix subsp. canariensis	Hedera helix var. canariensis	0.999			
Hedera helix subsp. canariensis	Hedera helix subsp. canariensis	Hedera helix subsp. canariensis	0.999			
Hedera helix subsp. canariensis	Hedera helix subsp. canariensis	Hedera helix ssp. canariensis	0.999			
Asplenium onopteris	Asplenium onopteris	Asplenium onopteris	0.988			
Lithodora prostrata subsp. prostrata	Lithodora prostrata subsp. prostrata	Lithodora prostrata subsp. prostrata	0.999			
Calamintha baetica	Calamintha baetica	Calamintha baetica	0.988			
Lavandula stoechas subsp. stoechas	Lavandula stoechas subsp. stoechas	Lavandula stoechas subsp. stoechas	0.999			
Daucus carota subsp. Maritimus	Daucus carota subsp. maritimus	Daucus carota subsp. maritimus	0.999			
Daucus carota subsp. Maritimus	Daucus carota subsp. maritimus	Daucus carota var. maritimus	0.999			
Andryala integrifoli 	Andryala integrifoli	Andryala integrifolia	0.75			
Carlina corymbosa subsp corymbosa	Carlina corymbosa subsp corymbosa	Carlina corymbosa var. corymbosa	0.999			
Dittrichia viscosa subsp viscosa	Dittrichia viscosa subsp viscosa	Dittrichia viscosa subsp. viscosa	0.999			
Lithodora prostrata subsp prostrata	Lithodora prostrata subsp prostrata	Lithodora prostrata subsp. prostrata	0.999			
Halimium ocymoides	Halimium ocymoides	Halimium ocymoides	0.988			
Xolantha tuberaria	Xolantha tuberaria	Xolantha tuberaria	0.988			
Pteridium aquilinum subsp aquilinum	Pteridium aquilinum subsp aquilinum	Pteridium aquilinum subsp. aquilinum	0.999			
Pteridium aquilinum subsp aquilinum	Pteridium aquilinum subsp aquilinum	Pteridium aquilinum var. aquilinum	0.999			
Erica scoparia subsp scoparia	Erica scoparia subsp scoparia	Erica scoparia subsp. scoparia	0.999			
Chamaespartium tridentatum	Chamaespartium tridentatum	Chamaespartium tridentatum	0.988			
Quercus suber 	Quercus suber	Quercus suber	0.988			
Lavandula stoechas subsp stoechas 	Lavandula stoechas subsp stoechas	Lavandula stoechas subsp. stoechas	0.999			
Sanguisorba minor subsp magnolii	Sanguisorba minor subsp magnolii	Sanguisorba minor subsp. magnolii	0.999			
Sanguisorba minor subsp magnolii	Sanguisorba minor subsp magnolii	Sanguisorba minor ssp. magnolii	0.999			
Anarhinum bellidifolium	Anarhinum bellidifolium	Anarrhinum bellidifolium	0.75			
Allium monophyllum	Allium monophyllum	Allium monophyllum	0.988			
Allium scabriscapum	Allium scabriscapum	Allium scabriscapum	0.988			
Conium maculatum 	Conium maculatum	Conium maculatum	0.988			
Dorema ammoniacum	Dorema ammoniacum	Dorema ammoniacum	0.988			
Eryngium bungei  	Eryngium bungei	Eryngium bungei	0.988			
Prangos latiloba	Prangos latiloba	Prangos latiloba	0.988			
Scandix aucheri  	Scandix aucheri	Scandix aucheri	0.988			
Zosima absinthifolia	Zosima absinthifolia	Zosima absinthifolia	0.988			
Artemisia aucheri  	Artemisia aucheri	Artemisia aucheri	0.988			
Cephalorrhynchus takhtadzhianii	Cephalorrhynchus takhtadzhianii	Cephalorrhynchus takhtadzhianii	0.988			
Cousinia lasiandra  	Cousinia lasiandra	Cousinia lasiandra	0.988			
Cousinia sabzevarensis	Cousinia sabzevarensis	Cousinia sabzevarensis	0.988			
Lactuca rosularis  	Lactuca rosularis	Lactuca rosularis	0.988			
Tanacetum tenuisectum	Tanacetum tenuisectum	Tanacetum tenuisectum	0.988			
Berberis integerrima  	Berberis integerrima	Berberis integerrima	0.988			
Heliotropium aucheri	Heliotropium aucheri	Heliotropium aucheri	0.988			
Onosma longiloba  	Onosma longiloba	Onosma longiloba	0.988			
Paracaryum sp.	Paracaryum sp.	Paracaryum	0.75			
Aethionema sabzevaricum	Aethionema sabzevaricum	Aethionema sabzevaricum	0.988			
Alyssum lanceolatum	Alyssum lanceolatum	Alyssum lanceolatum	0.988			
Cardaria draba	Cardaria draba	Cardaria draba	0.988			
Crambe kotschyana  	Crambe kotschyana	Crambe kotschyana	0.988			
Lepidium persicum  	Lepidium persicum	Lepidium persicum	0.988			
Moriera spinosa  	Moriera spinosa	Moriera spinosa	0.988			
Sisymbrium altissimum 	Sisymbrium altissimum	Sisymbrium altissimum	0.988			
Cleome heratensis	Cleome heratensis	Cleome heratensis	0.988			
Acanthophyllum sordidum	Acanthophyllum sordidum	Acanthophyllum sordidum	0.988			
Dianthus sp.	Dianthus sp.	Dianthus	0.75			
Mesostemma kotschyana	Mesostemma kotschyana	Mesostemma kotschyanum	0.75			
Silene swertiifolia  	Silene swertiifolia	Silene swertiifolia	0.988			
Chara sp.	Chara sp.	Chara	0.75			
Scariola orientalis	Scariola orientalis	Scariola orientalis	0.988			
Convolvulus arvensis 	Convolvulus arvensis	Convolvulus arvensis	0.988			
Carex divisa Huds.	Carex divisa huds.	Carex divisa	0.999			
Carex divisa Huds.	Carex divisa huds.	Carex divisa	0.988			
Elaeagnus angustifolia 	Elaeagnus angustifolia	Elaeagnus angustifolia	0.988			
Ephedra pachyclada  	Ephedra pachyclada	Ephedra pachyclada	0.988			
Andrachne telephioides 	Andrachne telephioides	Andrachne telephioides	0.988			
Euphorbia buhsei  	Euphorbia buhsei	Euphorbia buhsei	0.988			
Astragalus masanderanus  	Astragalus masanderanus	Astragalus masanderanus	0.988			
Astragalus spachianus	Astragalus spachianus	Astragalus spachianus	0.988			
Hedysarum wrightianum	Hedysarum wrightianum	Hedysarum wrightianum	0.988			
Lotus corniculatus 	Lotus corniculatus	Lotus corniculatus	0.988			
Onobrychis chorassanica	Onobrychis chorassanica	Onobrychis chorassanica	0.988			
Trigonella subenervis	Trigonella subenervis	Trigonella subenervis	0.988			
Juncus inflexus 	Juncus inflexus	Juncus inflexus	0.988			
Eremurus olgae	Eremurus olgae	Eremurus olgae	0.988			
Fritillaria gibbosa  	Fritillaria gibbosa	Fritillaria gibbosa	0.988			
Hymenocrater platystegius	Hymenocrater platystegius	Hymenocrater platystegius	0.988			
Lagochilus alutaceus  	Lagochilus alutaceus	Lagochilus alutaceus	0.988			
Marrubium vulgare 	Marrubium vulgare	Marrubium vulgare	0.988			
Salvia macrosiphon  	Salvia macrosiphon	Salvia macrosiphon	0.988			
Teucrium aucheri  	Teucrium aucheri	Teucrium	0.75			
Bromus tectorum  	Bromus tectorum	Bromus tectorum	0.988			
Matthiola dumulosa	Matthiola dumulosa	Matthiola dumulosa	0.988			
Melica jacquemontii 	Melica jacquemontii	Melica jacquemontii	0.988			
Poa balbusa  	Poa balbusa	Poa	0.75			
Taeniatherum crinitum	Taeniatherum crinitum	Taeniatherum crinitum	0.988			
Capparis spinosa  	Capparis spinosa	Capparis spinosa	0.988			
Polygonum afghanicum	Polygonum afghanicum	Polygonum afghanicum	0.988			
Pteropyrum aucheri	Pteropyrum aucheri	Pteropyrum aucheri	0.988			
Rheum ribes  	Rheum ribes	Rheum ribes	0.988			
Delphinium sp.	Delphinium sp.	Delphinium	0.75			
Amygdalus spinosissima	Amygdalus spinosissima	Amygdalus spinosissima	0.988			
Asperula trichodes	Asperula trichodes	Asperula trichodes	0.988			
Galium sp.	Galium sp.	Galium	0.75			
Salix SP.	Salix sp.	Salix	0.75			
Scrophularia striata  	Scrophularia striata	Scrophularia striata	0.988			
Verbascum macrocarpum  	Verbascum macrocarpum	Verbascum macrocarpum	0.988			
Verbascum songaricum	Verbascum songaricum	Verbascum songaricum	0.988			
Veronica anagallis-aquatica  	Veronica anagallis-aquatica	Veronica anagallis-aquatica	0.988			
Hyoscyamus pusillus  	Hyoscyamus pusillus	Hyoscyamus pusillus	0.988			
Lycium kopetdaghi	Lycium kopetdaghi	Lycium kopetdaghi	0.988			
Dendrostellera lessertii	Dendrostellera lessertii	Dendrostellera lessertii	0.988			
Acmella oleracea	Acmella oleracea	Acmella oleracea	0.988			
Cyperus sp.	Cyperus sp.	Cyperus	0.75			
Cyperus compactus	Cyperus compactus	Cyperus compactus	0.988			
Brachiaria sp.	Brachiaria sp.	Brachiaria	0.75			
Microstegium ciliatum	Microstegium ciliatum	Microstegium ciliatum	0.988			
Phragmites vallatoria	Phragmites vallatoria	Phragmites vallatoria	0.988			
Cruddasia insignis	Cruddasia insignis	Cruddasia insignis	0.988			
Hibiscus surattensis	Hibiscus surattensis	Hibiscus surattensis	0.988			
Polygala umbonata	Polygala umbonata	Polygala umbonata	0.988			
Spermacoce mauritiana	Spermacoce mauritiana	Spermacoce mauritiana	0.988			
Solanaceae Solanum nigrum	Solanaceae solanum nigrum	Solanaceae	0.75			
Croton bonplandianum	Croton bonplandianum	Croton bonplandianus	0.75			
Saccharum munja	Saccharum munja	Saccharum munja	0.988			
Cyanodon dactylon 	Cyanodon dactylon	Cynodon dactylon	0.75			
Casia occidentalis	Casia occidentalis	Caesia occidentalis	0.75			
Casia occidentalis	Casia occidentalis	Casca occidentalis	0.75			
Casia occidentalis	Casia occidentalis	Cassia occidentalis	0.75			
Achyranthus aspera	Achyranthus aspera	Achyranthes aspera	0.75			
Tephrosia perpurea	Tephrosia perpurea	Tephrosia purpurea	0.75			
Dorycnium pentaphyllum 	Dorycnium pentaphyllum	Dorycnium pentaphyllum	0.988			
Galium Verum 	Galium verum	Galium verum	0.988			
Astragalus onobrychis	Astragalus onobrychis	Astragalus onobrychis	0.988			
Euphorbia glabriflora	Euphorbia glabriflora	Euphorbia glabriflora	0.988			
Linum flavum 	Linum flavum	Linum flavum	0.988			
Gentista hassertiana	Gentista hassertiana	Genista hassertiana	0.75			
Potentilla australis	Potentilla australis	Potentilla australis	0.988			
Plantago lanceolata 	Plantago lanceolata	Plantago lanceolata	0.988			
Thalictrum minus 	Thalictrum minus	Thalictrum minus	0.988			
Achillea coarctata 	Achillea coarctata	Achillea coarctata	0.988			
Trifolium alpestre 	Trifolium alpestre	Trifolium alpestre	0.988			
Noccaea ochroleuca	Noccaea ochroleuca	Noccaea ochroleuca	0.988			
Euphorbia spinosa 	Euphorbia spinosa	Euphorbia spinosa	0.988			
Anthemis cotula 	Anthemis cotula	Anthemis cotula	0.988			
Achillea tomentosa 	Achillea tomentosa	Achillea tomentosa	0.988			
Genista Sagittalis 	Genista sagittalis	Genista sagittalis	0.988			
Potentilla recta 	Potentilla recta	Potentilla recta	0.988			
Thymus pulegioides 	Thymus pulegioides	Thymus pulegioides	0.988			
Hippocrepis comosa 	Hippocrepis comosa	Hippocrepis comosa	0.988			
Allium Cupani	Allium cupani	Allium cupani	0.988			
Chamomilla recutita	Chamomilla recutita	Chamomilla recutita	0.988			
Minuartia Hybrida	Minuartia hybrida	Minuartia hybrida	0.988			
Dentaria pentaphyllos	Dentaria pentaphyllos	Dentaria pentaphyllos	0.988			
Anchusa officinalis 	Anchusa officinalis	Anchusa officinalis	0.988			
Cicerbita muralis	Cicerbita muralis	Cicerbita muralis	0.988			
Alyssum alysoides	Alyssum alysoides	Alyssum alyssoides	0.75			
Asperula Arvensis	Asperula arvensis	Asperula arvensis	0.988			
Carex Paniculata 	Carex paniculata	Carex paniculata	0.988			
Corydalis lutea	Corydalis lutea	Corydalis lutea	0.988			
Echium rubrum	Echium rubrum	Echium rubrum	0.988			
Galium cruciata 	Galium cruciata	Galium cruciata	0.988			
Helianthemum Nummularium	Helianthemum nummularium	Helianthemum nummularium	0.988			
Potentilla arenaria	Potentilla arenaria	Potentilla arenaria	0.988			
Rumex acetosella 	Rumex acetosella	Rumex acetosella	0.988			
Scorzonera humilis 	Scorzonera humilis	Scorzonera humilis	0.988			
Sedum album 	Sedum album	Sedum album	0.988			
Sedum atratum 	Sedum atratum	Sedum atratum	0.988			
Stipa pennata 	Stipa pennata	Stipa pennata	0.988			
Euphorbia amygdaloides 	Euphorbia amygdaloides	Euphorbia amygdaloides	0.988			
Juniperus communis 	Juniperus communis	Juniperus communis	0.988			
Potentilla argentea 	Potentilla argentea	Potentilla argentea	0.988			
Potentilla visianii	Potentilla visianii	Potentilla visianii	0.988			
Cirsium canum	Cirsium canum	Cirsium canum	0.988			
Genista tinctoria 	Genista tinctoria	Genista tinctoria	0.988			
Melisa ciliate 	Melisa ciliate	Melica ciliata	0.75			
Phleum Phleoides	Phleum phleoides	Phleum phleoides	0.988			
Solidago virgaurea 	Solidago virgaurea	Solidago virgaurea	0.988			
Stachys scardica	Stachys scardica	Stachys scardica	0.988			
Anthylis aurea	Anthylis aurea	Anthyllis aurea	0.75			
Avenochloa pubescens	Avenochloa pubescens	Avenochloa pubescens	0.988			
Galium verum 	Galium verum	Galium verum	0.988			
Medicago falcata 	Medicago falcata	Medicago falcata	0.988			
Sedum ochroleucum 	Sedum ochroleucum	Sedum ochroleucum	0.988			
Capsella bursa	Capsella bursa	Capsella bursa	0.988			
Melica ciliate	Melica ciliate	Melica ciliata	0.75			
Anthylis vulneraria	Anthylis vulneraria	Anthyllis vulneraria	0.75			
Fumana bonapartei	Fumana bonapartei	Fumana bonapartei	0.988			
Astragalus glaucanthus	Astragalus glaucanthus	Astragalus glaucacanthos	0.75			
Glausium oxylobum	Glausium oxylobum	Glaucium oxylobum	0.75			
Alyssum bracteatum	Alyssum bracteatum	Alyssum bracteatum	0.988			
Artemisia siebri	Artemisia siebri	Artemisia sieberi	0.75			
Stachys inflate	Stachys inflate	Stachys inflata	0.75			
Ebenus stellata	Ebenus stellata	Ebenus stellata	0.988			
Hypecoum pendulum	Hypecoum pendulum	Hypecoum pendulum	0.988			
Festuca rubra pruinose	Festuca rubra pruinose	Festuca rubra subsp. pruinosa	0.54			
Festuca rubra pruinose	Festuca rubra pruinose	Festuca rubra subvar. pruinosa	0.54			
Festuca rubra pruinose	Festuca rubra pruinose	Festuca rubra var. pruinosa	0.54			
Festuca rubra pruinose	Festuca rubra pruinose	Festuca rubra ssp. pruinosa	0.54			
Bacopa monnieri	Bacopa monnieri	Bacopa monnieri	0.988			
Impatiens carnea	Impatiens carnea	Impatiens	0.75			
Lantana Camara	Lantana camara	Lantana camara	0.988			
Breynia vitisidae	Breynia vitisidae	Breynia vitis-idaea	0.75			
Colocasia esculenta	Colocasia esculenta	Colocasia esculenta	0.988			
Paspalidium spp	Paspalidium spp	Paspalidium	0.75			
Rosa cinnamomea	Rosa cinnamomea	Rosa cinnamomea	0.988			
Elytrigia repens	Elytrigia repens	Elytrigia repens	0.988			
Taenitis blechnoides	Taenitis blechnoides	Taenitis blechnoides	0.988			
Kopsia dasyrachis	Kopsia dasyrachis	Kopsia dasyrachis	0.988			
Blumea balsamifera	Blumea balsamifera	Blumea balsamifera	0.988			
Parinari elmeri	Parinari elmeri	Parinari elmeri	0.988			
Mesua paniculata	Mesua paniculata	Mesua paniculata	0.988			
Lindsaea gueriniana	Lindsaea gueriniana	Lindsaea gueriniana	0.988			
Diospyros lanceifolia	Diospyros lanceifolia	Diospyros lanceifolia	0.988			
Croton griffithii	Croton griffithii	Croton griffithii	0.988			
Drypetes caesia	Drypetes caesia	Drypetes caesia	0.988			
Dalbergia beccarii	Dalbergia beccarii	Dalbergia beccarii	0.988			
Norrisia sp. 1	Norrisia sp. 1	Norrisia	0.75			
Syzygium cf. pterophera	Syzygium cf. pterophera	Syzygium pterophorum	0.75			
Syzygium clavatum	Syzygium clavatum	Syzygium clavatum	0.988			
Aporosa chalarocarpa	Aporosa chalarocarpa	Aporosa chalarocarpa	0.988			
Cleistanthus gracilis	Cleistanthus gracilis	Cleistanthus gracilis	0.988			
Glochidion cf. lanceisepalum	Glochidion cf. lanceisepalum	Glochidion lanceisepalum	0.988			
Glochidion mindorense	Glochidion mindorense	Glochidion mindorense	0.988			
Phyllanthus balgooyi	Phyllanthus balgooyi	Phyllanthus balgooyi	0.988			
Piper officinarum	Piper officinarum	Piper officinarum	0.988			
Agrostemma cf. hameliifolium	Agrostemma cf. hameliifolium	Argostemma hameliifolium	0.75			
Urophyllum cf. marcophyllum	Urophyllum cf. marcophyllum	Urophyllum macrophyllum	0.75			
Urophyllum cf. marcophyllum	Urophyllum cf. marcophyllum	Urophyllum microphyllum	0.75			
Lophostachys villosa	Lophostachys villosa	Lophostachys villosa	0.988			
Pfaffia sarcophylla	Pfaffia sarcophylla	Pfaffia sarcophylla	0.988			
Vernonia holosericea	Vernonia holosericea	Vernonia holosericea	0.988			
Zeyheria digitalis	Zeyheria digitalis	Zeyheria digitalis	0.988			
Zeyheria montana	Zeyheria montana	Zeyheria montana	0.988			
Jacquemontia sp.	Jacquemontia sp.	Jacquemontia	0.75			
Drosera montana	Drosera montana	Drosera montana	0.988			
Euphorbia selloi	Euphorbia selloi	Euphorbia selloi	0.988			
Phyllanthus sp.	Phyllanthus sp.	Phyllanthus	0.75			
Sisyrinchium luzula	Sisyrinchium luzula	Sisyrinchium luzula	0.988			
Hypenia macrantha	Hypenia macrantha	Hypenia macrantha	0.988			
Lippia aff. geminata	Lippia aff. geminata	Lippia	0.75			
Lippia sp.	Lippia sp.	Lippia	0.75			
Pterolepis sp. nov.	Pterolepis sp. nov.	Pterolepis	0.75			
Piriqueta duarteana	Piriqueta duarteana	Piriqueta duarteana	0.988			
Piriqueta sp.	Piriqueta sp.	Piriqueta	0.75			
Turnera melochioides	Turnera melochioides	Turnera melochioides	0.988			
Strobilanthes cusia	Strobilanthes cusia	Strobilanthes cusia	0.988			
Cerastium caespitosum	Cerastium caespitosum	Cerastium caespitosum	0.988			
Geranium pylzowianum	Geranium pylzowianum	Geranium pylzowianum	0.988			
Carpesium lipskyi	Carpesium lipskyi	Carpesium lipskyi	0.988			
Ligularia sagitta	Ligularia sagitta	Ligularia sagitta	0.988			
Swertia tetraptera	Swertia tetraptera	Swertia tetraptera	0.988			
Pterocypsela indica	Pterocypsela indica	Pterocypsela indica	0.988			
Echinops grijsii	Echinops grijsii	Echinops grijsii	0.988			
Selaginella sinensis	Selaginella sinensis	Selaginella sinensis	0.988			
Vitex rotundifolia	Vitex rotundifolia	Vitex rotundifolia	0.988			
Erianthus japonicus	Erianthus japonicus	Erianthus japonicus	0.988			
Morus australis Poir.	Morus australis poir.	Morus australis	0.999			
Morus australis Poir.	Morus australis poir.	Morus australis	0.988			
Thlaspi goesingense	Thlaspi goesingense	Thlaspi goesingense	0.988			
Thlaspi rotundifolium ssp. cepaeifolium	Thlaspi rotundifolium ssp. cepaeifolium	Thlaspi rotundifolium subsp. cepaeifolium	0.999			
Silene cucubalus	Silene cucubalus	Silene cucubalus	0.988			
Poa spec.	Poa spec.	Poa	0.75			
Cardaminopsis halleri	Cardaminopsis halleri	Cardaminopsis halleri	0.988			
Hieracium piloselloides	Hieracium piloselloides	Hieracium piloselloides	0.988			
Alternanthera philoxeroides	Alternanthera philoxeroides	Alternanthera philoxeroides	0.988			
Erigeron Canadensis	Erigeron canadensis	Erigeron canadensis	0.988			
Alopecurus japonicus	Alopecurus japonicus	Alopecurus japonicus	0.988			
Gentiana pennelliana	Gentiana pennelliana	Gentiana pennelliana	0.988			
Bidens alba	Bidens alba	Bidens alba	0.988			
Hydrocotyle americana	Hydrocotyle americana	Hydrocotyle americana	0.988			
Rubus fruticosus	Rubus fruticosus	Rubus fruticosus	0.988			
Solidago altissima	Solidago altissima	Solidago altissima	0.988			
Stenotaphrum secundatum	Stenotaphrum secundatum	Stenotaphrum secundatum	0.988			
Athyrium wardii	Athyrium wardii	Athyrium wardii	0.988			
Carpesium abrotanoides	Carpesium abrotanoides	Carpesium abrotanoides	0.988			
Pseudocyclosorus subochthodes	Pseudocyclosorus subochthodes	Pseudocyclosorus subochthodes	0.988			
Pilea sinofasciata	Pilea sinofasciata	Pilea sinofasciata	0.988			
Salix cathayana	Salix cathayana	Salix cathayana	0.988			
Populus yunnanensis	Populus yunnanensis	Populus yunnanensis	0.988			
Rhododendron annae	Rhododendron annae	Rhododendron annae	0.988			
Carpinus wangii	Carpinus wangii	Carpinus wangii	0.988			
Achnatherum chingii	Achnatherum chingii	Achnatherum chingii	0.988			
Arundinella yunnanensis	Arundinella yunnanensis	Arundinella yunnanensis	0.988			
Polystichum disjurctam	Polystichum disjurctam	Polystichum disjunctum	0.75			
Adiantun capillus-veneris	Adiantun capillus-veneris	Adiantum capillus-veneris	0.75			
Adiantun capillus-veneris	Adiantun capillus-veneris	Adiantum capillaris-veneris	0.75			
Fargesia dura	Fargesia dura	Fargesia dura	0.988			
Artemisia lancangensis	Artemisia lancangensis	Artemisia	0.75			
Sambucus chinensis	Sambucus chinensis	Sambucus chinensis	0.988			
Physic Nut	NA	NA	NA			
Black Pepper Plant	NA	NA	NA			
Reed Sedge	NA	NA	NA			
Calomel Fern	NA	NA	NA			
Bell Pepper / Chili Pepper	NA	NA	NA			
Spanish Thyme	NA	NA	NA			
West Indian Elm	NA	NA	NA			
Candle Bush	NA	NA	NA			
Pink Trumpet Tree	NA	NA	NA			
Creeping Spike Rush	NA	NA	NA			
Trumpet Tree	NA	NA	NA			
Cuban Sawgrass	NA	NA	NA			
Chanca Piedra	NA	NA	NA			
Guava	NA	NA	NA			
Kapok Tree / Silk Cotton Tree	NA	NA	NA			
Strawberry Tree	NA	NA	NA			
Spur Flower	NA	NA	NA			
Broadleaf Ludwigia	NA	NA	NA			
Ice Cream Bean Tree	NA	NA	NA			
 Equisetum ramosissimum	NA	NA	NA			
