covidence	author	year	country	location	latitude	longitude	climate	expe_t	mat	map	map_units	soil	type	ph	om	om_units	oc	oc_units	texture	clay	clay_units	sand	sand_units	ec	ec_units	cec	cec_units	N	N_units	N_types	P	P_units	P_type	as_s	cd_s	cu_s	pb_s	zn_s	se_s	ni_s	co_s	mn_s	cr_s	hg_s	units_s	n_s	fraction_s	Bioavailable	sp	name	cultivar	p_density	units_density	ba_total	ba_stem	ba_leaf	br	units_b	as_ba	cd_ba	cu_ba	pb_ba	zn_ba	se_ba	ni_ba	co_ba	mn_ba	cr_ba	hg_ba	units_te_ba	n_te_ba	organs_ba	as_br	cd_br	cu_br	pb_br	zn_br	se_br	ni_br	co_br	mn_br	cr_br	hg_br	units_te_br	n_te_br	organs_br	as_ba_1	cd_ba_1	cu_ba_1	pb_ba_1	zn_ba_1	se_ba_1	ni_ba_1	co_ba_1	mn_ba_1	cr_ba_1	hg_ba_1	units_te_ba_1	n_te_ba_1	organs_ba_1	as_ba_2	cd_ba_2	cu_ba_2	pb_ba_2	zn_ba_2	se_ba_2	ni_ba_2	co_ba_2	mn_ba_2	cr_ba_2	hg_ba_2	units_te_ba_2	n_te_ba_2	organs_ba_2	as_ba_3	cd_ba_3	cu_ba_3	pb_ba_3	zn_ba_3	se_ba_3	ni_ba_3	co_ba_3	mn_ba_3	cr_ba_3	hg_ba_3	units_te_ba_3	n_te_ba_3	organs_ba_3	comments	implement	s	b	ba	ba_1	ba_2
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	South-west base	Tailings dump	7.5	3.2	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.78	78.35	645.6	2253	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Black locust	Robinia pseudoacacia	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	4.78	11.1	113.4	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	3.46	8.3	254.6	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	South-west base	Tailings dump	7.5	3.2	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.78	78.35	645.6	2253	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Common rowan	Sorbus aucuparia 	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	5.82	8.6	182.6	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	3.93	4.1	201.8	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	South-west middle	Tailings dump	7.4	3	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.06	72.15	621.2	2166	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Silver birch	Betula pendula	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	6.18	17.8	1073.9	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	5.01	5.3	2226.5	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	South-west middle	Tailings dump	7.4	3	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.06	72.15	621.2	2166	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Black locust	Robinia pseudoacacia	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	2.91	23.3	442.9	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	3.79	17.5	212.2	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	South-west middle	Tailings dump	7.4	3	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.06	72.15	621.2	2166	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Common rowan	Sorbus aucuparia 	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	3.27	12.9	277.7	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	3.15	6.2	245.3	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	South-west crown	Tailings dump	7.5	4.75	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.56	93.55	3415.7	5494	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Silver birch	Betula pendula	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35	4.74	10.6	427.6	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88	4.86	5.6	1172.3	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	South-west crown	Tailings dump	7.5	4.75	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.56	93.55	3415.7	5494	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Black locust	Robinia pseudoacacia	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	5.46	8	96.5	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	4.05	8.1	154.8	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	South-west crown	Tailings dump	7.5	4.75	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.56	93.55	3415.7	5494	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Common rowan	Sorbus aucuparia 	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26	6.56	5.2	176.8	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	4.43	4.4	355.7	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	North-east base	Tailings dump	7.5	4.05	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.05	76.45	1499.5	5592	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Silver birch	Betula pendula	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74	5.2	47.7	932.4	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	3.75	12.1	1808.5	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	North-east base	Tailings dump	7.5	4.05	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.05	76.45	1499.5	5592	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Black locust	Robinia pseudoacacia	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	4.04	32.8	184.8	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	3.61	15.4	284.3	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	North-east base	Tailings dump	7.5	4.05	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.05	76.45	1499.5	5592	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Common rowan	Sorbus aucuparia 	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63	4.34	13.5	383.3	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	4.26	11.8	258.7	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	North-east middle	Tailings dump	6.8	5.75	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.27	407.85	4414.75	12443.5	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Silver birch	Betula pendula	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51	3.82	10.2	529.9	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87	3.65	7.8	1384.5	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	North-east middle	Tailings dump	6.8	5.75	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.27	407.85	4414.75	12443.5	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Black locust	Robinia pseudoacacia	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	4.87	29.4	156.9	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	3.34	9.3	279.5	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	North-east middle	Tailings dump	6.8	5.75	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.27	407.85	4414.75	12443.5	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Common rowan	Sorbus aucuparia 	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	4.31	18.7	181.8	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	5.01	7.3	127.8	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	North-east crown	Tailings dump	7.1	5.8	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.03	375.45	5101.6	1710.5	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Silver birch	Betula pendula	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71	4.22	9.8	495.2	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	3.77	7.2	1585.7	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	North-east crown	Tailings dump	7.1	5.8	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.03	375.45	5101.6	1710.5	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Black locust	Robinia pseudoacacia	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	4.39	12.3	151.9	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	3.66	12.9	441.1	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3377	Szwalek	2018	Poland	Trzebionka	NA	NA	Humid continental	NA	NA	NA	NA	North-east crown	Tailings dump	7.1	5.8	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.03	375.45	5101.6	1710.5	NA	NA	NA	NA	NA	NA	mg kg-1	5	Total	NA	Common rowan	Sorbus aucuparia 	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	4.07	3.4	176.2	NA	NA	NA	NA	NA	NA	mg kg-1	5	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	4.41	3.6	100.7	NA	NA	NA	NA	NA	NA	mg kg-1	5	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
397	Tabasi	2018	Iran	Sarcheshmeh	NA	NA	Hot desert	NA	7.5	425	mm	NA	Tailings site	4.65	NA	NA	0.26	%	Silty loam	NA	%	NA	%	12.26	mS cm−1	NA	NA	22.08	mg kg−1	Total	6.6	mg kg-1	Total	47.65	NA	2138	NA	172.1	NA	44	NA	NA	NA	NA	mg kg-1	3	Total	NA	Giant reed	Arundo donax	NA	NA	NA	NA	NA	NA	NA	NA	6.35	NA	42.54	NA	144.3	NA	22.12	NA	NA	NA	NA	mg kg-1	3	shoots	0.26	NA	8.41	NA	24.42	NA	1.95	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
397	Tabasi	2018	Iran	Sarcheshmeh	NA	NA	Hot desert	NA	7.5	425	mm	NA	Tailings site	4.65	NA	NA	0.26	%	Silty loam	NA	%	NA	%	12.26	mS cm−1	NA	NA	22.08	mg kg−1	Total	6.6	mg kg-1	Total	11.4	NA	743	NA	200.3	NA	16.2	NA	NA	NA	NA	mg kg-1	3	Total	NA	Saltcedar	Tamarix ramosissima	NA	NA	NA	NA	NA	NA	NA	NA	19.79	NA	454.39	NA	495.77	NA	45.54	NA	NA	NA	NA	mg kg-1	3	shoots	2.91	NA	160.7	NA	106.82	NA	18.08	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
397	Tabasi	2018	Iran	Sarcheshmeh	NA	NA	Hot desert	NA	7.5	425	mm	NA	Tailings site	4.65	NA	NA	0.26	%	Silty loam	NA	%	NA	%	12.26	mS cm−1	NA	NA	22.08	mg kg−1	Total	6.6	mg kg-1	Total	8.7	NA	1278	NA	313.4	NA	41.9	NA	NA	NA	NA	mg kg-1	3	Total	NA	Russian thistle	Salsola kali	NA	NA	NA	NA	NA	NA	NA	NA	23.89	NA	95.49	NA	514.53	NA	5.32	NA	NA	NA	NA	mg kg-1	3	shoots	22.36	NA	132.76	NA	468.25	NA	71.02	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
397	Tabasi	2018	Iran	Sarcheshmeh	NA	NA	Hot desert	NA	7.5	425	mm	NA	Tailings site	4.65	NA	NA	0.26	%	Silty loam	NA	%	NA	%	12.26	mS cm−1	NA	NA	22.08	mg kg−1	Total	6.6	mg kg-1	Total	11	NA	669	NA	211.36	NA	16.6	NA	NA	NA	NA	mg kg-1	3	Total	NA	Bermudagrass	Cynodon dactylon	NA	NA	NA	NA	NA	NA	NA	NA	18.37	NA	247.5	NA	794.37	NA	30.3	NA	NA	NA	NA	mg kg-1	3	shoots	10.29	NA	152.54	NA	215.81	NA	34.83	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
397	Tabasi	2018	Iran	Sarcheshmeh	NA	NA	Hot desert	NA	7.5	425	mm	NA	Tailings site	4.65	NA	NA	0.26	%	Silty loam	NA	%	NA	%	12.26	mS cm−1	NA	NA	22.08	mg kg−1	Total	6.6	mg kg-1	Total	20.2	NA	1320	NA	298	NA	46.1	NA	NA	NA	NA	mg kg-1	3	Total	NA	Lambsquarters	Chenopodium album	NA	NA	NA	NA	NA	NA	NA	NA	13.84	NA	109.31	NA	477.51	NA	26.67	NA	NA	NA	NA	mg kg-1	3	shoots	24.28	NA	154.28	NA	550.11	NA	89.24	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
397	Tabasi	2018	Iran	Sarcheshmeh	NA	NA	Hot desert	NA	7.5	425	mm	NA	Tailings site	4.65	NA	NA	0.26	%	Silty loam	NA	%	NA	%	12.26	mS cm−1	NA	NA	22.08	mg kg−1	Total	6.6	mg kg-1	Total	14.5	NA	1599	NA	343.18	NA	45.4	NA	NA	NA	NA	mg kg-1	3	Total	NA	White-bracted saltbush	Atriplex leucoclada	NA	NA	NA	NA	NA	NA	NA	NA	19.93	NA	193.96	NA	753.76	NA	22.16	NA	NA	NA	NA	mg kg-1	3	shoots	7.96	NA	51.56	NA	194.56	NA	30.61	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
397	Tabasi	2018	Iran	Sarcheshmeh	NA	NA	Hot desert	NA	7.5	425	mm	NA	Tailings site	4.65	NA	NA	0.26	%	Silty loam	NA	%	NA	%	12.26	mS cm−1	NA	NA	22.08	mg kg−1	Total	6.6	mg kg-1	Total	15.6	NA	1213	NA	218.95	NA	20.1	NA	NA	NA	NA	mg kg-1	3	Total	NA	Syrian beancaper	Zygophyllum fabago	NA	NA	NA	NA	NA	NA	NA	NA	15.03	NA	189.66	NA	1233.58	NA	31.96	NA	NA	NA	NA	mg kg-1	3	shoots	6.04	NA	68.34	NA	185.17	NA	23.67	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3396	Tian	2014	China	Tangshan Town	32°04.621'N	119°05.514'E	Humid subtropical	NA	NA	NA	NA	Soil-L	NA	7.92	2.95	%	NA	NA	Silty loam	NA	%	NA	%	NA	NA	NA	NA	180	mg kg−1	Total	1240	mg kg-1	Total	NA	NA	485	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	Total	Available	Wheat	Triticum aestivum	NA	NA	seeds/0.75m2	10.08645511	NA	NA	NA	g	NA	NA	7.354285322	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	12.23999478	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	0.443039633	NA	NA	NA
3396	Tian	2014	China	Tangshan Town	32°04.621'N	119°05.514'E	Humid subtropical	NA	NA	NA	NA	Soil-L	NA	7.92	2.95	%	NA	NA	Silty loam	NA	%	NA	%	NA	NA	NA	NA	180	mg kg−1	Total	1240	mg kg-1	Total	NA	NA	485	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	Total	Available	Alfalfa	Medicago sativa	NA	NA	seeds/0.75m2	25.36022779	NA	NA	NA	g	NA	NA	10.33714207	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	8.160002625	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	9.857595913	NA	NA	NA
3396	Tian	2014	China	Tangshan Town	32°04.621'N	119°05.514'E	Humid subtropical	NA	NA	NA	NA	Soil-L	NA	7.92	2.95	%	NA	NA	Silty loam	NA	%	NA	%	NA	NA	NA	NA	180	mg kg−1	Total	1240	mg kg-1	Total	NA	NA	485	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	Total	Available	White clover	Trifolium repens	NA	NA	seeds/0.75m2	30.25936533	NA	NA	NA	g	NA	NA	13.52571389	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	26.39999664	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	2.104431917	NA	NA	NA
3396	Tian	2014	China	Tangshan Town	32°04.621'N	119°05.514'E	Humid subtropical	NA	NA	NA	NA	Soil-L	NA	7.92	2.95	%	NA	NA	Silty loam	NA	%	NA	%	NA	NA	NA	NA	180	mg kg−1	Total	1240	mg kg-1	Total	NA	NA	485	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	Total	Available	Rye	Secale cereale	NA	NA	seeds/0.75m2	44.66858691	NA	NA	NA	g	NA	NA	6.891426413	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	shoots	NA	NA	23.76000064	NA	NA	NA	NA	NA	NA	NA	NA	mg kg-1	3	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	1.661392285	NA	NA	NA
