covidence	author	year	country	location	latitude	longitude	climate	expe_t	mat	map	map_units	soil	type	ph	om	om_units	oc	oc_units	texture	clay	clay_units	sand	sand_units	ec	ec_units	cec	cec_units	N	N_units	N_types	P	P_units	P_type	as_s	cd_s	cu_s	pb_s	zn_s	se_s	ni_s	co_s	mn_s	cr_s	hg_s	units_s	n_s	fraction_s	Bioavailable	sp	name	cultivar	p_density	units_density	ba_total	ba_stem	ba_leaf	br	units_b	as_ba	cd_ba	cu_ba	pb_ba	zn_ba	se_ba	ni_ba	co_ba	mn_ba	cr_ba	hg_ba	units_te_ba	n_te_ba	organs_ba	as_br	cd_br	cu_br	pb_br	zn_br	se_br	ni_br	co_br	mn_br	cr_br	hg_br	units_te_br	n_te_br	organs_br	as_ba_1	cd_ba_1	cu_ba_1	pb_ba_1	zn_ba_1	se_ba_1	ni_ba_1	co_ba_1	mn_ba_1	cr_ba_1	hg_ba_1	units_te_ba_1	n_te_ba_1	organs_ba_1	as_ba_2	cd_ba_2	cu_ba_2	pb_ba_2	zn_ba_2	se_ba_2	ni_ba_2	co_ba_2	mn_ba_2	cr_ba_2	hg_ba_2	units_te_ba_2	n_te_ba_2	organs_ba_2	as_ba_3	cd_ba_3	cu_ba_3	pb_ba_3	zn_ba_3	se_ba_3	ni_ba_3	co_ba_3	mn_ba_3	cr_ba_3	hg_ba_3	units_te_ba_3	n_te_ba_3	organs_ba_3	comments	implement	s	b	ba	ba_1	ba_2
6842	Figas	2021	Poland	Bydgoszcz	53°05'55"N	18°04'18.7"E	Humid continental	NA	NA	NA	NA	(C) Zachem Chemical Plant	NA	4	NA	NA	NA	NA	Sand	5	%	93	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.7	NA	84.2	NA	NA	NA	117	NA	NA	mg kg-1	3	Total	Available	Scots pine	Pinus sylvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.91	NA	54.3	NA	NA	NA	182	NA	NA	mg kg-1	12	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
6842	Figas	2021	Poland	Bydgoszcz	53°08'25.2"N	18°02'06.9"E	Humid continental	NA	NA	NA	NA	(D) Zbigniew Załuski Park	NA	4	NA	NA	NA	NA	Loamy sand	7.5	%	78	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.4	NA	70.9	NA	NA	NA	88.1	NA	NA	mg kg-1	3	Total	Available	Scots pine	Pinus sylvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.51	NA	48.8	NA	NA	NA	104.5	NA	NA	mg kg-1	12	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
6842	Figas	2021	Poland	Bydgoszcz	53°09'47.4"N	18°02'05.3"E	Humid continental	NA	NA	NA	NA	(E) Forest Park of Cultureand Recreation	NA	4.41	NA	NA	NA	NA	Loamy sand	7.5	%	78	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.37	NA	27.7	NA	NA	NA	177	NA	NA	mg kg-1	3	Total	Available	Scots pine	Pinus sylvestris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.36	NA	56.1	NA	NA	NA	120.6	NA	NA	mg kg-1	12	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1195	Galal	2021	Egypt	South Cairo	29°44'38.82"N	31°153'00"E	Desert climate	NA	21.08	1.9	mm	NA	Alluvial	6.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mS cm−1	NA	NA	292.8	mg kg−1	Total	17.9	mg kg-1	Total	0.01	0.2	2.1	0.6	3.5	NA	0.5	0.2	31.4	0.5	NA	mg kg-1	3	Total	NA	Garden pea	Pisum sativum	NA	NA	NA	411.6638065	NA	NA	NA	kg acre-1	0.04	0.6	0.4	8.9	3	NA	1	0.5	10.9	0.7	NA	mg kg-1	5	shoots	0.1	1.3	0.7	1.2	8.1	NA	6.7	1.1	9	1.4	NA	mg kg-1	5	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
1195	Galal	2021	Egypt	Giza Province	29°44'45.47"N	31°17'46.56"E	Subtropical desert climate	NA	21.08	1.9	mm	NA	Alluvial	7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mS cm−1	NA	NA	49.7	mg kg−1	Total	6.9	mg kg-1	Total	0.6	20.4	16.3	50.7	73	NA	0.6	0.9	60	0.4	NA	mg kg-1	3	Total	NA	Garden pea	Pisum sativum	NA	NA	NA	123.4988279	NA	NA	NA	kg acre-1	0.2	1104	14.3	142.8	49.8	NA	28.8	2.7	65	26.7	NA	mg kg-1	5	shoots	0.4	1178.5	33.2	181.7	91.8	NA	46.3	4.5	206.5	40.3	NA	mg kg-1	5	roots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3490	Gallagher	2011	United States	New York	40°42'14"N	74°03'14"W	Humid subtropical	NA	NA	NA	NA	Liberty State Park	Intertidal mudflat and salt marsh	5.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.1	NA	124	266	157	NA	NA	NA	NA	48.8	NA	mg kg-1	3	Total	NA	Gray birch	Betula populifolia	NA	NA	NA	NA	NA	NA	NA	NA	0.02	NA	5.62	2.25	905	NA	NA	NA	NA	0.261	NA	mg kg-1	3	leaves	2.32	NA	46.1	129	221	NA	NA	NA	NA	13.1	NA	mg kg-1	3	roots	31.1	NA	124	266	157	NA	NA	NA	NA	48.8	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3490	Gallagher	2011	United States	New York	40°42'14"N	74°03'14"W	Humid subtropical	NA	NA	NA	NA	Liberty State Park	Intertidal mudflat and salt marsh	5.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.3	NA	176	382	190	NA	NA	NA	NA	47.5	NA	mg kg-1	3	Total	NA	Winged sumac	Rhus copallinum	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	4.52	0	37.3	NA	NA	NA	NA	0.412	NA	mg kg-1	3	leaves	1.2	NA	52	52.4	275	NA	NA	NA	NA	6.57	NA	mg kg-1	3	roots	27.3	NA	176	382	190	NA	NA	NA	NA	47.5	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3490	Gallagher	2011	United States	New York	40°42'14"N	74°03'14"W	Humid subtropical	NA	NA	NA	NA	Liberty State Park	Intertidal mudflat and salt marsh	5.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3	NA	220	411	452	NA	NA	NA	NA	32.7	NA	mg kg-1	3	Total	NA	Mugwort	Artemisia vulgaris	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	17.3	0	76.2	NA	NA	NA	NA	0.305	NA	mg kg-1	3	leaves	1.36	NA	64.8	56.2	240	NA	NA	NA	NA	5.53	NA	mg kg-1	3	roots	20.3	NA	220	411	452	NA	NA	NA	NA	32.7	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
3490	Gallagher	2011	United States	New York	40°42'14"N	74°03'14"W	Humid subtropical	NA	NA	NA	NA	Liberty State Park	Intertidal mudflat and salt marsh	5.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	162	NA	678	1875	812	NA	NA	NA	NA	48.7	NA	mg kg-1	3	Total	NA	Quaking aspen	Populus tremuloides	NA	NA	NA	NA	NA	NA	NA	NA	0.013	NA	8.55	0	1553	NA	NA	NA	NA	0.232	NA	mg kg-1	3	leaves	8.13	NA	78.4	128	454	NA	NA	NA	NA	5.03	NA	mg kg-1	3	roots	162	NA	678	1875	812	NA	NA	NA	NA	48.7	NA	mg kg-1	3	stems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
7473	Gsecka	2017	Poland	Poznan	52°33'7.8"N	17°06'23.1"E	Continental	NA	NA	NA	NA	Site C	Landscape park	7.51	NA	NA	1.54	%	Sand	5	%	93	%	0.3022	mS cm−1	NA	NA	900	mg kg−1	Total	34.68	mg kg-1	Total	NA	0.57	4.79	6.49	14.95	NA	3.46	2.52	NA	6.51	NA	mg kg-1	4	Total	NA	Purple willow	Salix purpurea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.86	5.96	4.69	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
7473	Gsecka	2017	Poland	Poznan	51°40'48"N	16°02'41"E	Continental	NA	NA	NA	NA	Site G	NA	8.12	NA	NA	1.63	%	Sandy loam	NA	%	NA	%	1.4341	mS cm−1	NA	NA	3000	mg kg−1	Total	37.11	mg kg-1	Total	NA	1.1	81.6	47.81	21.6	NA	11.28	8.26	NA	14.3	NA	mg kg-1	4	Total	NA	Purple willow	Salix purpurea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.32	10.18	214.44	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
7473	Gsecka	2017	Poland	Poznan	52°33'7.8"N	17°06'23.1"E	Continental	NA	NA	NA	NA	Site C	Landscape park	7.51	NA	NA	1.54	%	Sand	5	%	93	%	0.3022	mS cm−1	NA	NA	900	mg kg−1	Total	34.68	mg kg-1	Total	NA	0.57	4.79	6.49	14.95	NA	3.46	2.52	NA	6.51	NA	mg kg-1	4	Total	NA	Gray willow	Salix cinerea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.6	0.41	48.45	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
7473	Gsecka	2017	Poland	Poznan	51°40'48"N	16°02'41"E	Continental	NA	NA	NA	NA	Site G	NA	8.12	NA	NA	1.63	%	Sandy loam	NA	%	NA	%	1.4341	mS cm−1	NA	NA	3000	mg kg−1	Total	37.11	mg kg-1	Total	NA	1.1	81.6	47.81	21.6	NA	11.28	8.26	NA	14.3	NA	mg kg-1	4	Total	NA	Gray willow	Salix cinerea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.21	2.41	90.6	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
7473	Gsecka	2017	Poland	Poznan	52°33'7.8"N	17°06'23.1"E	Continental	NA	NA	NA	NA	Site C	Landscape park	7.51	NA	NA	1.54	%	Sand	5	%	93	%	0.3022	mS cm−1	NA	NA	900	mg kg−1	Total	34.68	mg kg-1	Total	NA	0.57	4.79	6.49	14.95	NA	3.46	2.52	NA	6.51	NA	mg kg-1	4	Total	NA	White willow	Salix alba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	12.03	20.31	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
7473	Gsecka	2017	Poland	Poznan	51°40'48"N	16°02'41"E	Continental	NA	NA	NA	NA	Site G	NA	8.12	NA	NA	1.63	%	Sandy loam	NA	%	NA	%	1.4341	mS cm−1	NA	NA	3000	mg kg−1	Total	37.11	mg kg-1	Total	NA	1.1	81.6	47.81	21.6	NA	11.28	8.26	NA	14.3	NA	mg kg-1	4	Total	NA	White willow	Salix alba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.51	6.34	125.19	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
7473	Gsecka	2017	Poland	Poznan	52°33'7.8"N	17°06'23.1"E	Continental	NA	NA	NA	NA	Site C	Landscape park	7.51	NA	NA	1.54	%	Sand	5	%	93	%	0.3022	mS cm−1	NA	NA	900	mg kg−1	Total	34.68	mg kg-1	Total	NA	0.57	4.79	6.49	14.95	NA	3.46	2.52	NA	6.51	NA	mg kg-1	4	Total	NA	Heart-leaved willow	Salix eriocephala Michx	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.54	0.92	3.34	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
7473	Gsecka	2017	Poland	Poznan	51°40'48"N	16°02'41"E	Continental	NA	NA	NA	NA	Site G	NA	8.12	NA	NA	1.63	%	Sandy loam	NA	%	NA	%	1.4341	mS cm−1	NA	NA	3000	mg kg−1	Total	37.11	mg kg-1	Total	NA	1.1	81.6	47.81	21.6	NA	11.28	8.26	NA	14.3	NA	mg kg-1	4	Total	NA	Heart-leaved willow	Salix eriocephala Michx	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.88	0.5	117.89	NA	NA	NA	NA	NA	NA	mg kg-1	4	leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
8521	Gucel	2009	Cyprus	Lefke	 	 	Mediterranean	NA	NA	450	mm	West side of tailing pond	Tailing ponds	2.34	2.65	%	NA	 	Silty clay loam	NA	%	NA	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.016089097	5.964512648	11.17931462	101.7727966	NA	36.60609953	NA	NA	NA	NA	mg kg-1	NA	Total	 	Mastic tree	Pistacia lentiscus	 	NA	 	NA	NA	NA	NA	 	NA	1.491929573	0.123862847	15.4016608	23.91321768	NA	9.750847483	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
8521	Gucel	2009	Cyprus	Lefke	 	 	Mediterranean	NA	NA	450	mm	West side of tailing pond	Tailing ponds	2.34	2.65	%	NA	 	Silty clay loam	NA	%	NA	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.976502481	11.62330656	10.1237935	105.048329	NA	32.93282311	NA	NA	NA	NA	mg kg-1	NA	Total	 	Turpentine tree	Pistacia terebinthus	 	NA	 	NA	NA	NA	NA	 	NA	2.254711142	0.150838946	20.27121499	30.59136985	NA	9.308791805	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
8521	Gucel	2009	Cyprus	Lefke	 	 	Mediterranean	NA	NA	450	mm	West side of tailing pond	Tailing ponds	2.34	2.65	%	NA	 	Silty clay loam	NA	%	NA	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.071353774	5.241577748	0	146.3988968	NA	36.45267468	NA	NA	NA	NA	mg kg-1	NA	Total	 	Spiny Caper	Capparis spinosa	 	NA	 	NA	NA	NA	NA	 	NA	2.752170301	0.233137684	18.63609197	110.099363	NA	8.028190717	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
8521	Gucel	2009	Cyprus	Lefke	 	 	Mediterranean	NA	NA	450	mm	West side of tailing pond	Tailing ponds	2.34	2.65	%	NA	 	Silty clay loam	NA	%	NA	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.008416437	0.760700156	0	42.97842158	NA	28.15702855	NA	NA	NA	NA	mg kg-1	NA	Total	 	Jute	Corchorus olitorius	 	NA	 	NA	NA	NA	NA	 	NA	0.988851247	0.587920262	18.93845819	49.23394367	NA	11.77701305	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
8521	Gucel	2009	Cyprus	Lefke	 	 	Mediterranean	NA	NA	450	mm	Middle side of tailing pond	Tailing ponds	2.34	2.65	%	NA	 	Silty clay loam	NA	%	NA	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.994030201	5.425008992	59.21190118	75.40332884	NA	19.9452309	NA	NA	NA	NA	mg kg-1	NA	Total	 	River red gum	Eucalyptus camadulensis	 	NA	 	NA	NA	NA	NA	 	NA	2.002133655	0.347173009	10.01770368	99.5724989	NA	15.81191025	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
8521	Gucel	2009	Cyprus	Lefke	 	 	Mediterranean	NA	NA	450	mm	South side of tailing pond	Tailing ponds	2.34	2.65	%	NA	 	Silty clay loam	NA	%	NA	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.030543839	1.927226951	11.04967679	143.0044144	NA	82.2294772	NA	NA	NA	NA	mg kg-1	NA	Total	 	Olive tree	Olea europaea	 	NA	 	NA	NA	NA	NA	 	NA	2.749360718	0.128010242	25.4063697	29.74998998	NA	7.795870449	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
8521	Gucel	2009	Cyprus	Lefke	 	 	Mediterranean	NA	NA	450	mm	South side of tailing pond	Tailing ponds	2.34	2.65	%	NA	 	Silty clay loam	NA	%	NA	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.034683552	3.511269632	0	161.509961	NA	89.03190702	NA	NA	NA	NA	mg kg-1	NA	Total	 	Lemon	Citrus x limon	 	NA	 	NA	NA	NA	NA	 	NA	4.520457026	0.27886722	28.05920546	26.97944629	NA	14.58678074	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA
8521	Gucel	2009	Cyprus	Lefke	 	 	Mediterranean	NA	NA	450	mm	South side of tailing pond	Tailing ponds	2.34	2.65	%	NA	 	Silty clay loam	NA	%	NA	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.041338409	4.294748831	0	142.9669671	NA	73.95969922	NA	NA	NA	NA	mg kg-1	NA	Total	 	Grapevine	Vitis vinifera	 	NA	 	NA	NA	NA	NA	 	NA	3.24238155	0.320737876	18.92007534	49.39620978	NA	10.24678984	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
8521	Gucel	2009	Cyprus	Lefke	 	 	Mediterranean	NA	NA	450	mm	South side of tailing pond	Tailing ponds	2.34	2.65	%	NA	 	Silty clay loam	NA	%	NA	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.986386902	3.446828917	29.49650226	115.4828932	NA	64.9825613	NA	NA	NA	NA	mg kg-1	NA	Total	 	Jujube	Ziziphus lotus	 	NA	 	NA	NA	NA	NA	 	NA	3.975845725	0.236167086	5.281583642	32.28494731	NA	9.253716449	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
8521	Gucel	2009	Cyprus	Lefke	 	 	Mediterranean	NA	NA	450	mm	East side of tailing pond	Tailing ponds	2.34	2.65	%	NA	 	Silty clay loam	NA	%	NA	%	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.01846723	5.587759261	67.05676083	81.29355996	NA	28.17397665	NA	NA	NA	NA	mg kg-1	NA	Total	 	Mesquite	Prosopis farcta	 	NA	 	NA	NA	NA	NA	 	NA	2.242862029	0.427542308	22.21219064	46.89250371	NA	11.34776866	NA	NA	NA	NA	mg kg-1	NA	shoots	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA
